row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
298,K2-285 c,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0298_K2-285_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0298_K2-285_c.npz,
299,TOI-3862 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0299_TOI-3862_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0299_TOI-3862_b.npz,
300,K2-138 c,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0300_K2-138_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0300_K2-138_c.npz,
301,TOI-1431 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0301_TOI-1431_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0301_TOI-1431_b.npz,
302,GPX-1 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0302_GPX-1_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0302_GPX-1_b.npz,
303,HATS-41 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0303_HATS-41_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0303_HATS-41_b.npz,
304,K2-266 e,126,9,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0304_K2-266_e.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0304_K2-266_e.npz,
305,TOI-1260 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0305_TOI-1260_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0305_TOI-1260_c.npz,
306,CoRoT-13 b,126,9,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0306_CoRoT-13_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0306_CoRoT-13_b.npz,
307,Kepler-14 b,85,50,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0307_Kepler-14_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0307_Kepler-14_b.npz,
308,K2-284 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0308_K2-284_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0308_K2-284_b.npz,
309,Kepler-1989 b,128,7,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0309_Kepler-1989_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0309_Kepler-1989_b.npz,
310,K2-226 b,128,7,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0310_K2-226_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0310_K2-226_b.npz,
311,Kepler-1704 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0311_Kepler-1704_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0311_Kepler-1704_b.npz,
312,HATS-22 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0312_HATS-22_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0312_HATS-22_b.npz,
313,Kepler-1987 e,120,15,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0313_Kepler-1987_e.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0313_Kepler-1987_e.npz,
314,TOI-2589 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0314_TOI-2589_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0314_TOI-2589_b.npz,
315,K2-204 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0315_K2-204_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0315_K2-204_b.npz,
316,TOI-3261 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0316_TOI-3261_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0316_TOI-3261_b.npz,
317,WASP-18 b,126,9,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0317_WASP-18_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0317_WASP-18_b.npz,
318,TOI-7510 c,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0318_TOI-7510_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0318_TOI-7510_c.npz,
319,HAT-P-20 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0319_HAT-P-20_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0319_HAT-P-20_b.npz,
320,K2-3 c,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0320_K2-3_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0320_K2-3_c.npz,
321,K2-29 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0321_K2-29_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0321_K2-29_b.npz,
322,TOI-771 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0322_TOI-771_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0322_TOI-771_b.npz,
323,TOI-2152 A b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0323_TOI-2152_A_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0323_TOI-2152_A_b.npz,
324,TOI-6054.02,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0324_TOI-6054.02.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0324_TOI-6054.02.npz,
325,TOI-1260 b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0325_TOI-1260_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0325_TOI-1260_b.npz,
326,TOI-6420 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0326_TOI-6420_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0326_TOI-6420_b.npz,
327,TOI-2015 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0327_TOI-2015_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0327_TOI-2015_b.npz,
328,TOI-558 b,0,135,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0328_TOI-558_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0328_TOI-558_b.npz,
329,CoRoT-19 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0329_CoRoT-19_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0329_CoRoT-19_b.npz,
330,HD 110082 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0330_HD_110082_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0330_HD_110082_b.npz,
331,HD 109833 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0331_HD_109833_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0331_HD_109833_b.npz,
332,HD 235088 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/status_row0332_HD_235088_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_08/batch_row0332_HD_235088_b.npz,
