row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
372,K2-25 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/status_row0372_K2-25_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/batch_row0372_K2-25_b.npz,
373,K2-237 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/status_row0373_K2-237_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/batch_row0373_K2-237_b.npz,
374,55 Cnc e,126,9,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/status_row0374_55_Cnc_e.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/batch_row0374_55_Cnc_e.npz,
375,TOI-2145 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/status_row0375_TOI-2145_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/batch_row0375_TOI-2145_b.npz,
376,HD 136352 d,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/status_row0376_HD_136352_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/batch_row0376_HD_136352_d.npz,
377,HD 136352 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/status_row0377_HD_136352_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/batch_row0377_HD_136352_b.npz,
378,Kepler-18 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/status_row0378_Kepler-18_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/batch_row0378_Kepler-18_b.npz,
379,K2-232 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/status_row0379_K2-232_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/batch_row0379_K2-232_b.npz,
380,TOI-5218 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/status_row0380_TOI-5218_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/batch_row0380_TOI-5218_b.npz,
381,TOI-1453 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/status_row0381_TOI-1453_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/batch_row0381_TOI-1453_b.npz,
382,TOI-677 b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/status_row0382_TOI-677_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_10/batch_row0382_TOI-677_b.npz,
