row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
348,TOI-620 b,0,133,2,results/multi_system/_chunks/chunk_12/status_row0348_TOI-620_b.png,results/multi_system/_chunks/chunk_12/batch_row0348_TOI-620_b.npz,
349,HATS-59 b,52,76,7,results/multi_system/_chunks/chunk_12/status_row0349_HATS-59_b.png,results/multi_system/_chunks/chunk_12/batch_row0349_HATS-59_b.npz,
350,TOI-2095 b,0,133,2,results/multi_system/_chunks/chunk_12/status_row0350_TOI-2095_b.png,results/multi_system/_chunks/chunk_12/batch_row0350_TOI-2095_b.npz,
351,TOI-2010 b,0,135,0,results/multi_system/_chunks/chunk_12/status_row0351_TOI-2010_b.png,results/multi_system/_chunks/chunk_12/batch_row0351_TOI-2010_b.npz,
352,Kepler-75 b,51,80,4,results/multi_system/_chunks/chunk_12/status_row0352_Kepler-75_b.png,results/multi_system/_chunks/chunk_12/batch_row0352_Kepler-75_b.npz,
353,Qatar-8 b,0,130,5,results/multi_system/_chunks/chunk_12/status_row0353_Qatar-8_b.png,results/multi_system/_chunks/chunk_12/batch_row0353_Qatar-8_b.npz,
354,TOI-4994 b,0,132,3,results/multi_system/_chunks/chunk_12/status_row0354_TOI-4994_b.png,results/multi_system/_chunks/chunk_12/batch_row0354_TOI-4994_b.npz,
355,CoRoT-16 b,62,72,1,results/multi_system/_chunks/chunk_12/status_row0355_CoRoT-16_b.png,results/multi_system/_chunks/chunk_12/batch_row0355_CoRoT-16_b.npz,
356,KOI-94 d,0,129,6,results/multi_system/_chunks/chunk_12/status_row0356_KOI-94_d.png,results/multi_system/_chunks/chunk_12/batch_row0356_KOI-94_d.npz,
357,WASP-197 b,0,132,3,results/multi_system/_chunks/chunk_12/status_row0357_WASP-197_b.png,results/multi_system/_chunks/chunk_12/batch_row0357_WASP-197_b.npz,
358,TOI-1347 b,0,133,2,results/multi_system/_chunks/chunk_12/status_row0358_TOI-1347_b.png,results/multi_system/_chunks/chunk_12/batch_row0358_TOI-1347_b.npz,
359,HD 17156 b,0,132,3,results/multi_system/_chunks/chunk_12/status_row0359_HD_17156_b.png,results/multi_system/_chunks/chunk_12/batch_row0359_HD_17156_b.npz,
360,Kepler-1514 b,0,131,4,results/multi_system/_chunks/chunk_12/status_row0360_Kepler-1514_b.png,results/multi_system/_chunks/chunk_12/batch_row0360_Kepler-1514_b.npz,
361,TOI-5573 b,91,43,1,results/multi_system/_chunks/chunk_12/status_row0361_TOI-5573_b.png,results/multi_system/_chunks/chunk_12/batch_row0361_TOI-5573_b.npz,
362,TOI-782 b,0,132,3,results/multi_system/_chunks/chunk_12/status_row0362_TOI-782_b.png,results/multi_system/_chunks/chunk_12/batch_row0362_TOI-782_b.npz,
363,NGTS-27 b,0,135,0,results/multi_system/_chunks/chunk_12/status_row0363_NGTS-27_b.png,results/multi_system/_chunks/chunk_12/batch_row0363_NGTS-27_b.npz,
364,TOI-628 b,0,130,5,results/multi_system/_chunks/chunk_12/status_row0364_TOI-628_b.png,results/multi_system/_chunks/chunk_12/batch_row0364_TOI-628_b.npz,
365,TOI-1899 b,92,34,9,results/multi_system/_chunks/chunk_12/status_row0365_TOI-1899_b.png,results/multi_system/_chunks/chunk_12/batch_row0365_TOI-1899_b.npz,
366,TOI-332 b,0,132,3,results/multi_system/_chunks/chunk_12/status_row0366_TOI-332_b.png,results/multi_system/_chunks/chunk_12/batch_row0366_TOI-332_b.npz,
367,WASP-188 b,0,128,7,results/multi_system/_chunks/chunk_12/status_row0367_WASP-188_b.png,results/multi_system/_chunks/chunk_12/batch_row0367_WASP-188_b.npz,
368,K2-60 b,0,131,4,results/multi_system/_chunks/chunk_12/status_row0368_K2-60_b.png,results/multi_system/_chunks/chunk_12/batch_row0368_K2-60_b.npz,
369,Kepler-1990 c,0,132,3,results/multi_system/_chunks/chunk_12/status_row0369_Kepler-1990_c.png,results/multi_system/_chunks/chunk_12/batch_row0369_Kepler-1990_c.npz,
370,TOI-5688 A b,86,46,3,results/multi_system/_chunks/chunk_12/status_row0370_TOI-5688_A_b.png,results/multi_system/_chunks/chunk_12/batch_row0370_TOI-5688_A_b.npz,
371,TOI-1438 c,0,133,2,results/multi_system/_chunks/chunk_12/status_row0371_TOI-1438_c.png,results/multi_system/_chunks/chunk_12/batch_row0371_TOI-1438_c.npz,
372,K2-25 b,15,119,1,results/multi_system/_chunks/chunk_12/status_row0372_K2-25_b.png,results/multi_system/_chunks/chunk_12/batch_row0372_K2-25_b.npz,
373,K2-237 b,35,95,5,results/multi_system/_chunks/chunk_12/status_row0373_K2-237_b.png,results/multi_system/_chunks/chunk_12/batch_row0373_K2-237_b.npz,
374,55 Cnc e,0,129,6,results/multi_system/_chunks/chunk_12/status_row0374_55_Cnc_e.png,results/multi_system/_chunks/chunk_12/batch_row0374_55_Cnc_e.npz,
375,TOI-2145 b,0,134,1,results/multi_system/_chunks/chunk_12/status_row0375_TOI-2145_b.png,results/multi_system/_chunks/chunk_12/batch_row0375_TOI-2145_b.npz,
376,HD 136352 d,0,133,2,results/multi_system/_chunks/chunk_12/status_row0376_HD_136352_d.png,results/multi_system/_chunks/chunk_12/batch_row0376_HD_136352_d.npz,
