row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
132,TOI-2257 b,0,133,2,results/multi_system/_chunks_tierb/chunk_08/status_row0132_TOI-2257_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0132_TOI-2257_b.npz,
133,TOI-5678 b,0,132,3,results/multi_system/_chunks_tierb/chunk_08/status_row0133_TOI-5678_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0133_TOI-5678_b.npz,
134,TOI-4600 c,0,130,5,results/multi_system/_chunks_tierb/chunk_08/status_row0134_TOI-4600_c.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0134_TOI-4600_c.npz,
135,TOI-6628 b,17,116,2,results/multi_system/_chunks_tierb/chunk_08/status_row0135_TOI-6628_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0135_TOI-6628_b.npz,
136,TOI-1452 b,0,130,5,results/multi_system/_chunks_tierb/chunk_08/status_row0136_TOI-1452_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0136_TOI-1452_b.npz,
137,TOI-1836 b,0,133,2,results/multi_system/_chunks_tierb/chunk_08/status_row0137_TOI-1836_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0137_TOI-1836_b.npz,
138,TOI-5027 b,16,116,3,results/multi_system/_chunks_tierb/chunk_08/status_row0138_TOI-5027_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0138_TOI-5027_b.npz,
139,WASP-135 b,64,69,2,results/multi_system/_chunks_tierb/chunk_08/status_row0139_WASP-135_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0139_WASP-135_b.npz,
140,WASP-113 b,0,132,3,results/multi_system/_chunks_tierb/chunk_08/status_row0140_WASP-113_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0140_WASP-113_b.npz,
141,TOI-654.01,0,134,1,results/multi_system/_chunks_tierb/chunk_08/status_row0141_TOI-654.01.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0141_TOI-654.01.npz,
142,TOI-1759 b,0,131,4,results/multi_system/_chunks_tierb/chunk_08/status_row0142_TOI-1759_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0142_TOI-1759_b.npz,
143,WASP-70 A b,17,116,2,results/multi_system/_chunks_tierb/chunk_08/status_row0143_WASP-70_A_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0143_WASP-70_A_b.npz,
144,TOI-4010 d,0,132,3,results/multi_system/_chunks_tierb/chunk_08/status_row0144_TOI-4010_d.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0144_TOI-4010_d.npz,
145,EPIC 201757695.02,0,129,6,results/multi_system/_chunks_tierb/chunk_08/status_row0145_EPIC_201757695.02.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0145_EPIC_201757695.02.npz,
146,NGTS-2 b,0,132,3,results/multi_system/_chunks_tierb/chunk_08/status_row0146_NGTS-2_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0146_NGTS-2_b.npz,
147,TOI-2969 b,79,54,2,results/multi_system/_chunks_tierb/chunk_08/status_row0147_TOI-2969_b.png,results/multi_system/_chunks_tierb/chunk_08/batch_row0147_TOI-2969_b.npz,
