row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
224,Kepler-1983 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0224_Kepler-1983_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0224_Kepler-1983_b.npz,
225,Kepler-1669 d,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0225_Kepler-1669_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0225_Kepler-1669_d.npz,
226,CoRoT-24 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0226_CoRoT-24_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0226_CoRoT-24_b.npz,
227,Kepler-1610 c,128,7,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0227_Kepler-1610_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0227_Kepler-1610_c.npz,
228,K2-250 b,128,7,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0228_K2-250_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0228_K2-250_b.npz,
229,K2-38 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0229_K2-38_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0229_K2-38_b.npz,
230,Kepler-1992 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0230_Kepler-1992_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0230_Kepler-1992_b.npz,
231,Kepler-79 e,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0231_Kepler-79_e.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0231_Kepler-79_e.npz,
232,K2-211 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0232_K2-211_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0232_K2-211_b.npz,
233,Kepler-444 f,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0233_Kepler-444_f.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0233_Kepler-444_f.npz,
234,Kepler-2001 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0234_Kepler-2001_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0234_Kepler-2001_c.npz,
235,Kepler-1991 c,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0235_Kepler-1991_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0235_Kepler-1991_c.npz,
236,PH2 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/status_row0236_PH2_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_06/batch_row0236_PH2_b.npz,
