row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
100,HD 152843 c,0,133,2,results/multi_system/_chunks_tierb/chunk_06/status_row0100_HD_152843_c.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0100_HD_152843_c.npz,
101,TOI-269 b,0,134,1,results/multi_system/_chunks_tierb/chunk_06/status_row0101_TOI-269_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0101_TOI-269_b.npz,
102,WASP-142 b,4,129,2,results/multi_system/_chunks_tierb/chunk_06/status_row0102_WASP-142_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0102_WASP-142_b.npz,
103,TOI-2322 b,0,132,3,results/multi_system/_chunks_tierb/chunk_06/status_row0103_TOI-2322_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0103_TOI-2322_b.npz,
104,WASP-89 b,0,130,5,results/multi_system/_chunks_tierb/chunk_06/status_row0104_WASP-89_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0104_WASP-89_b.npz,
105,WASP-132 b,46,85,4,results/multi_system/_chunks_tierb/chunk_06/status_row0105_WASP-132_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0105_WASP-132_b.npz,
106,TOI-5542 b,0,133,2,results/multi_system/_chunks_tierb/chunk_06/status_row0106_TOI-5542_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0106_TOI-5542_b.npz,
107,WTS-2 b,103,29,3,results/multi_system/_chunks_tierb/chunk_06/status_row0107_WTS-2_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0107_WTS-2_b.npz,
108,TOI-5300 b,38,92,5,results/multi_system/_chunks_tierb/chunk_06/status_row0108_TOI-5300_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0108_TOI-5300_b.npz,
109,TOI-2180 b,0,131,4,results/multi_system/_chunks_tierb/chunk_06/status_row0109_TOI-2180_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0109_TOI-2180_b.npz,
110,HD 183579 b,0,134,1,results/multi_system/_chunks_tierb/chunk_06/status_row0110_HD_183579_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0110_HD_183579_b.npz,
111,Kepler-10 c,0,132,3,results/multi_system/_chunks_tierb/chunk_06/status_row0111_Kepler-10_c.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0111_Kepler-10_c.npz,
112,WASP-176 b,0,133,2,results/multi_system/_chunks_tierb/chunk_06/status_row0112_WASP-176_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0112_WASP-176_b.npz,
113,TOI-700 c,0,132,3,results/multi_system/_chunks_tierb/chunk_06/status_row0113_TOI-700_c.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0113_TOI-700_c.npz,
114,TOI-776 b,0,132,3,results/multi_system/_chunks_tierb/chunk_06/status_row0114_TOI-776_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0114_TOI-776_b.npz,
115,CoRoT-5 b,38,94,3,results/multi_system/_chunks_tierb/chunk_06/status_row0115_CoRoT-5_b.png,results/multi_system/_chunks_tierb/chunk_06/batch_row0115_CoRoT-5_b.npz,
