row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
76,Gliese 12 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0076_Gliese_12_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0076_Gliese_12_b.npz,
77,K2-3 d,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0077_K2-3_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0077_K2-3_d.npz,
78,Kepler-1987 b,127,8,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0078_Kepler-1987_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0078_Kepler-1987_b.npz,
79,K2-167 b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0079_K2-167_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0079_K2-167_b.npz,
80,K2-266 d,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0080_K2-266_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0080_K2-266_d.npz,
81,K2-261 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0081_K2-261_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0081_K2-261_b.npz,
82,TOI-1855 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0082_TOI-1855_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0082_TOI-1855_b.npz,
83,HD 18599 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0083_HD_18599_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0083_HD_18599_b.npz,
84,TOI-4153 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0084_TOI-4153_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0084_TOI-4153_b.npz,
85,WASP-116 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0085_WASP-116_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0085_WASP-116_b.npz,
86,K2-277 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0086_K2-277_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0086_K2-277_b.npz,
87,TOI-1437 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0087_TOI-1437_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0087_TOI-1437_b.npz,
88,Kepler-74 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0088_Kepler-74_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0088_Kepler-74_b.npz,
89,K2-291 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/status_row0089_K2-291_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_02/batch_row0089_K2-291_b.npz,
