row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
522,K2-7 b,0,133,2,results/multi_system/_chunks/chunk_18/status_row0522_K2-7_b.png,results/multi_system/_chunks/chunk_18/batch_row0522_K2-7_b.npz,
523,Kepler-433 b,0,132,3,results/multi_system/_chunks/chunk_18/status_row0523_Kepler-433_b.png,results/multi_system/_chunks/chunk_18/batch_row0523_Kepler-433_b.npz,
524,Kepler-1977 b,0,126,9,results/multi_system/_chunks/chunk_18/status_row0524_Kepler-1977_b.png,results/multi_system/_chunks/chunk_18/batch_row0524_Kepler-1977_b.npz,
525,Kepler-784 c,0,133,2,results/multi_system/_chunks/chunk_18/status_row0525_Kepler-784_c.png,results/multi_system/_chunks/chunk_18/batch_row0525_Kepler-784_c.npz,
526,Kepler-1982 b,0,130,5,results/multi_system/_chunks/chunk_18/status_row0526_Kepler-1982_b.png,results/multi_system/_chunks/chunk_18/batch_row0526_Kepler-1982_b.npz,
527,CoRoT-25 b,13,119,3,results/multi_system/_chunks/chunk_18/status_row0527_CoRoT-25_b.png,results/multi_system/_chunks/chunk_18/batch_row0527_CoRoT-25_b.npz,
528,Kepler-1997 b,0,132,3,results/multi_system/_chunks/chunk_18/status_row0528_Kepler-1997_b.png,results/multi_system/_chunks/chunk_18/batch_row0528_Kepler-1997_b.npz,
529,Kepler-297 d,131,0,4,results/multi_system/_chunks/chunk_18/status_row0529_Kepler-297_d.png,results/multi_system/_chunks/chunk_18/batch_row0529_Kepler-297_d.npz,
530,Kepler-1981 b,0,132,3,results/multi_system/_chunks/chunk_18/status_row0530_Kepler-1981_b.png,results/multi_system/_chunks/chunk_18/batch_row0530_Kepler-1981_b.npz,
531,Kepler-101 c,0,129,6,results/multi_system/_chunks/chunk_18/status_row0531_Kepler-101_c.png,results/multi_system/_chunks/chunk_18/batch_row0531_Kepler-101_c.npz,
532,Kepler-1993 b,0,133,2,results/multi_system/_chunks/chunk_18/status_row0532_Kepler-1993_b.png,results/multi_system/_chunks/chunk_18/batch_row0532_Kepler-1993_b.npz,
533,Kepler-444 c,0,128,7,results/multi_system/_chunks/chunk_18/status_row0533_Kepler-444_c.png,results/multi_system/_chunks/chunk_18/batch_row0533_Kepler-444_c.npz,
534,K2-233 d,0,133,2,results/multi_system/_chunks/chunk_18/status_row0534_K2-233_d.png,results/multi_system/_chunks/chunk_18/batch_row0534_K2-233_d.npz,
535,CoRoT-29 b,9,123,3,results/multi_system/_chunks/chunk_18/status_row0535_CoRoT-29_b.png,results/multi_system/_chunks/chunk_18/batch_row0535_CoRoT-29_b.npz,
536,Kepler-1654 b,0,132,3,results/multi_system/_chunks/chunk_18/status_row0536_Kepler-1654_b.png,results/multi_system/_chunks/chunk_18/batch_row0536_Kepler-1654_b.npz,
537,HD 88986 b,0,135,0,results/multi_system/_chunks/chunk_18/status_row0537_HD_88986_b.png,results/multi_system/_chunks/chunk_18/batch_row0537_HD_88986_b.npz,
538,Kepler-1988 b,0,132,3,results/multi_system/_chunks/chunk_18/status_row0538_Kepler-1988_b.png,results/multi_system/_chunks/chunk_18/batch_row0538_Kepler-1988_b.npz,
539,Kepler-79 b,0,132,3,results/multi_system/_chunks/chunk_18/status_row0539_Kepler-79_b.png,results/multi_system/_chunks/chunk_18/batch_row0539_Kepler-79_b.npz,
540,Kepler-763 c,0,129,6,results/multi_system/_chunks/chunk_18/status_row0540_Kepler-763_c.png,results/multi_system/_chunks/chunk_18/batch_row0540_Kepler-763_c.npz,
541,Kepler-444 b,0,126,9,results/multi_system/_chunks/chunk_18/status_row0541_Kepler-444_b.png,results/multi_system/_chunks/chunk_18/batch_row0541_Kepler-444_b.npz,
542,K2-38 c,0,133,2,results/multi_system/_chunks/chunk_18/status_row0542_K2-38_c.png,results/multi_system/_chunks/chunk_18/batch_row0542_K2-38_c.npz,
543,NGTS-26 b,60,72,3,results/multi_system/_chunks/chunk_18/status_row0543_NGTS-26_b.png,results/multi_system/_chunks/chunk_18/batch_row0543_NGTS-26_b.npz,
544,Kepler-1984 b,90,41,4,results/multi_system/_chunks/chunk_18/status_row0544_Kepler-1984_b.png,results/multi_system/_chunks/chunk_18/batch_row0544_Kepler-1984_b.npz,
545,EPIC 249893012 c,0,133,2,results/multi_system/_chunks/chunk_18/status_row0545_EPIC_249893012_c.png,results/multi_system/_chunks/chunk_18/batch_row0545_EPIC_249893012_c.npz,
546,PH1 b,0,90,45,results/multi_system/_chunks/chunk_18/status_row0546_PH1_b.png,results/multi_system/_chunks/chunk_18/batch_row0546_PH1_b.npz,
547,K2-233 b,0,130,5,results/multi_system/_chunks/chunk_18/status_row0547_K2-233_b.png,results/multi_system/_chunks/chunk_18/batch_row0547_K2-233_b.npz,
548,Kepler-33 e,0,133,2,results/multi_system/_chunks/chunk_18/status_row0548_Kepler-33_e.png,results/multi_system/_chunks/chunk_18/batch_row0548_Kepler-33_e.npz,
549,Kepler-1991 b,0,133,2,results/multi_system/_chunks/chunk_18/status_row0549_Kepler-1991_b.png,results/multi_system/_chunks/chunk_18/batch_row0549_Kepler-1991_b.npz,
