row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
84,CoRoT-35 b,2,131,2,results/multi_system/_chunks_tierb/chunk_05/status_row0084_CoRoT-35_b.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0084_CoRoT-35_b.npz,
85,Kepler-1661 b,0,0,135,results/multi_system/_chunks_tierb/chunk_05/status_row0085_Kepler-1661_b.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0085_Kepler-1661_b.npz,
86,Kepler-167 d,0,132,3,results/multi_system/_chunks_tierb/chunk_05/status_row0086_Kepler-167_d.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0086_Kepler-167_d.npz,
87,HD 35843 c,0,132,3,results/multi_system/_chunks_tierb/chunk_05/status_row0087_HD_35843_c.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0087_HD_35843_c.npz,
88,WASP-83 b,2,131,2,results/multi_system/_chunks_tierb/chunk_05/status_row0088_WASP-83_b.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0088_WASP-83_b.npz,
89,TOI-2458 b,0,133,2,results/multi_system/_chunks_tierb/chunk_05/status_row0089_TOI-2458_b.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0089_TOI-2458_b.npz,
90,Kepler-35 b,0,0,135,results/multi_system/_chunks_tierb/chunk_05/status_row0090_Kepler-35_b.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0090_Kepler-35_b.npz,
91,HD 118203 b,0,132,3,results/multi_system/_chunks_tierb/chunk_05/status_row0091_HD_118203_b.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0091_HD_118203_b.npz,
92,WASP-90 b,16,117,2,results/multi_system/_chunks_tierb/chunk_05/status_row0092_WASP-90_b.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0092_WASP-90_b.npz,
93,TOI-2096 c,0,133,2,results/multi_system/_chunks_tierb/chunk_05/status_row0093_TOI-2096_c.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0093_TOI-2096_c.npz,
94,TOI-2322 c,0,133,2,results/multi_system/_chunks_tierb/chunk_05/status_row0094_TOI-2322_c.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0094_TOI-2322_c.npz,
95,TOI-4438 b,0,132,3,results/multi_system/_chunks_tierb/chunk_05/status_row0095_TOI-4438_b.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0095_TOI-4438_b.npz,
96,TOI-4010 c,0,133,2,results/multi_system/_chunks_tierb/chunk_05/status_row0096_TOI-4010_c.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0096_TOI-4010_c.npz,
97,NGTS-35 b,105,28,2,results/multi_system/_chunks_tierb/chunk_05/status_row0097_NGTS-35_b.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0097_NGTS-35_b.npz,
98,WASP-37 b,50,81,4,results/multi_system/_chunks_tierb/chunk_05/status_row0098_WASP-37_b.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0098_WASP-37_b.npz,
99,NGTS-20 b,0,131,4,results/multi_system/_chunks_tierb/chunk_05/status_row0099_NGTS-20_b.png,results/multi_system/_chunks_tierb/chunk_05/batch_row0099_NGTS-20_b.npz,
