row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
38,WASP-194 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0038_WASP-194_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0038_WASP-194_b.npz,
39,K2-216 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0039_K2-216_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0039_K2-216_b.npz,
40,TOI-2202 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0040_TOI-2202_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0040_TOI-2202_b.npz,
41,TOI-733 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0041_TOI-733_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0041_TOI-733_b.npz,
42,Qatar-6 b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0042_Qatar-6_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0042_Qatar-6_b.npz,
43,K2-419 A b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0043_K2-419_A_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0043_K2-419_A_b.npz,
44,TOI-169 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0044_TOI-169_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0044_TOI-169_b.npz,
45,K2-28 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0045_K2-28_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0045_K2-28_b.npz,
46,K2-321 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0046_K2-321_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0046_K2-321_b.npz,
47,HD 191939 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0047_HD_191939_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0047_HD_191939_b.npz,
48,HD 191939 c,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0048_HD_191939_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0048_HD_191939_c.npz,
49,HD 191939 d,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0049_HD_191939_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0049_HD_191939_d.npz,
50,TOI-1203 b,135,0,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0050_TOI-1203_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0050_TOI-1203_b.npz,
51,TOI-1203.01,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0051_TOI-1203.01.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0051_TOI-1203.01.npz,
52,TOI-181 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0052_TOI-181_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0052_TOI-181_b.npz,
53,HIP 65 A b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0053_HIP_65_A_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0053_HIP_65_A_b.npz,
54,K2-266 c,125,10,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0054_K2-266_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0054_K2-266_c.npz,
55,HATS-1 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0055_HATS-1_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0055_HATS-1_b.npz,
56,NGTS-21 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0056_NGTS-21_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0056_NGTS-21_b.npz,
57,HD 21520 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0057_HD_21520_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0057_HD_21520_b.npz,
58,HAT-P-37 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0058_HAT-P-37_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0058_HAT-P-37_b.npz,
59,HD 221416 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0059_HD_221416_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0059_HD_221416_b.npz,
60,K2-285 e,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0060_K2-285_e.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0060_K2-285_e.npz,
61,TOI-1266 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0061_TOI-1266_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0061_TOI-1266_b.npz,
62,K2-290 c,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0062_K2-290_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0062_K2-290_c.npz,
63,WASP-19 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0063_WASP-19_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0063_WASP-19_b.npz,
64,TOI-7166 b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0064_TOI-7166_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0064_TOI-7166_b.npz,
65,TOI-813 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0065_TOI-813_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0065_TOI-813_b.npz,
66,TOI-220 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0066_TOI-220_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0066_TOI-220_b.npz,
67,TrES-3 b,127,8,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0067_TrES-3_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0067_TrES-3_b.npz,
68,TOI-451 d,126,9,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0068_TOI-451_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0068_TOI-451_d.npz,
69,WASP-195 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0069_WASP-195_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0069_WASP-195_b.npz,
70,TIC 257060897 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0070_TIC_257060897_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0070_TIC_257060897_b.npz,
71,HD 106315 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0071_HD_106315_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0071_HD_106315_b.npz,
72,HD 106315 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0072_HD_106315_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0072_HD_106315_c.npz,
73,HD 97658 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/status_row0073_HD_97658_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_01/batch_row0073_HD_97658_b.npz,
