row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
290,HD 1397 b,0,131,4,results/multi_system/_chunks/chunk_10/status_row0290_HD_1397_b.png,results/multi_system/_chunks/chunk_10/batch_row0290_HD_1397_b.npz,
291,TOI-3321 b,0,134,1,results/multi_system/_chunks/chunk_10/status_row0291_TOI-3321_b.png,results/multi_system/_chunks/chunk_10/batch_row0291_TOI-3321_b.npz,
292,K2-99 b,0,133,2,results/multi_system/_chunks/chunk_10/status_row0292_K2-99_b.png,results/multi_system/_chunks/chunk_10/batch_row0292_K2-99_b.npz,
293,TIC 237913194 b,60,73,2,results/multi_system/_chunks/chunk_10/status_row0293_TIC_237913194_b.png,results/multi_system/_chunks/chunk_10/batch_row0293_TIC_237913194_b.npz,
294,K2-182 b,0,133,2,results/multi_system/_chunks/chunk_10/status_row0294_K2-182_b.png,results/multi_system/_chunks/chunk_10/batch_row0294_K2-182_b.npz,
295,TOI-1268 b,0,126,9,results/multi_system/_chunks/chunk_10/status_row0295_TOI-1268_b.png,results/multi_system/_chunks/chunk_10/batch_row0295_TOI-1268_b.npz,
296,XO-7 b,0,133,2,results/multi_system/_chunks/chunk_10/status_row0296_XO-7_b.png,results/multi_system/_chunks/chunk_10/batch_row0296_XO-7_b.npz,
297,HIP 113103 c,0,132,3,results/multi_system/_chunks/chunk_10/status_row0297_HIP_113103_c.png,results/multi_system/_chunks/chunk_10/batch_row0297_HIP_113103_c.npz,
298,K2-285 c,0,130,5,results/multi_system/_chunks/chunk_10/status_row0298_K2-285_c.png,results/multi_system/_chunks/chunk_10/batch_row0298_K2-285_c.npz,
299,TOI-3862 b,0,129,6,results/multi_system/_chunks/chunk_10/status_row0299_TOI-3862_b.png,results/multi_system/_chunks/chunk_10/batch_row0299_TOI-3862_b.npz,
300,K2-138 c,0,128,7,results/multi_system/_chunks/chunk_10/status_row0300_K2-138_c.png,results/multi_system/_chunks/chunk_10/batch_row0300_K2-138_c.npz,
301,TOI-1431 b,14,119,2,results/multi_system/_chunks/chunk_10/status_row0301_TOI-1431_b.png,results/multi_system/_chunks/chunk_10/batch_row0301_TOI-1431_b.npz,
302,GPX-1 b,16,117,2,results/multi_system/_chunks/chunk_10/status_row0302_GPX-1_b.png,results/multi_system/_chunks/chunk_10/batch_row0302_GPX-1_b.npz,
303,HATS-41 b,0,132,3,results/multi_system/_chunks/chunk_10/status_row0303_HATS-41_b.png,results/multi_system/_chunks/chunk_10/batch_row0303_HATS-41_b.npz,
304,K2-266 e,0,129,6,results/multi_system/_chunks/chunk_10/status_row0304_K2-266_e.png,results/multi_system/_chunks/chunk_10/batch_row0304_K2-266_e.npz,
305,TOI-1260 c,0,133,2,results/multi_system/_chunks/chunk_10/status_row0305_TOI-1260_c.png,results/multi_system/_chunks/chunk_10/batch_row0305_TOI-1260_c.npz,
306,CoRoT-13 b,0,127,8,results/multi_system/_chunks/chunk_10/status_row0306_CoRoT-13_b.png,results/multi_system/_chunks/chunk_10/batch_row0306_CoRoT-13_b.npz,
307,Kepler-14 b,0,99,36,results/multi_system/_chunks/chunk_10/status_row0307_Kepler-14_b.png,results/multi_system/_chunks/chunk_10/batch_row0307_Kepler-14_b.npz,
308,K2-284 b,0,132,3,results/multi_system/_chunks/chunk_10/status_row0308_K2-284_b.png,results/multi_system/_chunks/chunk_10/batch_row0308_K2-284_b.npz,
309,Kepler-1989 b,0,129,6,results/multi_system/_chunks/chunk_10/status_row0309_Kepler-1989_b.png,results/multi_system/_chunks/chunk_10/batch_row0309_Kepler-1989_b.npz,
310,K2-226 b,0,128,7,results/multi_system/_chunks/chunk_10/status_row0310_K2-226_b.png,results/multi_system/_chunks/chunk_10/batch_row0310_K2-226_b.npz,
311,Kepler-1704 b,0,133,2,results/multi_system/_chunks/chunk_10/status_row0311_Kepler-1704_b.png,results/multi_system/_chunks/chunk_10/batch_row0311_Kepler-1704_b.npz,
312,HATS-22 b,81,51,3,results/multi_system/_chunks/chunk_10/status_row0312_HATS-22_b.png,results/multi_system/_chunks/chunk_10/batch_row0312_HATS-22_b.npz,
313,Kepler-1987 e,0,120,15,results/multi_system/_chunks/chunk_10/status_row0313_Kepler-1987_e.png,results/multi_system/_chunks/chunk_10/batch_row0313_Kepler-1987_e.npz,
314,TOI-2589 b,0,133,2,results/multi_system/_chunks/chunk_10/status_row0314_TOI-2589_b.png,results/multi_system/_chunks/chunk_10/batch_row0314_TOI-2589_b.npz,
315,K2-204 b,0,132,3,results/multi_system/_chunks/chunk_10/status_row0315_K2-204_b.png,results/multi_system/_chunks/chunk_10/batch_row0315_K2-204_b.npz,
316,TOI-3261 b,0,130,5,results/multi_system/_chunks/chunk_10/status_row0316_TOI-3261_b.png,results/multi_system/_chunks/chunk_10/batch_row0316_TOI-3261_b.npz,
317,WASP-18 b,8,119,8,results/multi_system/_chunks/chunk_10/status_row0317_WASP-18_b.png,results/multi_system/_chunks/chunk_10/batch_row0317_WASP-18_b.npz,
318,TOI-7510 c,0,130,5,results/multi_system/_chunks/chunk_10/status_row0318_TOI-7510_c.png,results/multi_system/_chunks/chunk_10/batch_row0318_TOI-7510_c.npz,
