pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_kmag,sy_kmagerr1,sy_kmagerr2,oblateness_input_tier,pl_ratdor_source,pl_ratror_source,keyparams_row_index,tier_a_legacy_row_index,injection_batch_578_completed
TOI-4438 b,7.44628000000,0.00000900000,-0.00000900000,0,0.0534000000,0.0037000000,-0.0037000000,0,0.22481973,0.01159784,-0.01159784,0,0.01699030,0.00346099,-0.00346099,0,1.850000,0.510000,-0.440000,0,0.140000,0.090000,-0.090000,0,89.34000,0.39000,-0.21000,0,2459396.41168000,0.00065000,-0.00065000,0,0.390000,0.160000,-0.240000,0,,,,,2.0210000,0.0330000,-0.0250000,0,30.86751912044958,0,0,0,0.06200000,0.00100000,-0.00100000,0,,,,,-70.0000,36.0000,-32.0000,0,,,,,,,,,M3.5 V,3422.00,81.00,-81.00,0,0.372000,0.018000,-0.018000,0,0.368000,0.021000,-0.021000,0,-0.1900,0.0500,-0.0500,0,[Fe/H],4.680000,0.040000,-0.040000,0,18h01m16.14s,270.3172389,+35d35m41.64s,35.5948992,8.8690000,0.0180000,-0.0180000,B_derived_geometry,derived_orbsmax_st_rad,archive,1765,-1,0
TOI-4010 c,5.41465400000,0.00000700000,-0.00000700000,0,0.0580000000,0.0010000000,-0.0010000000,0,0.52904008,0.00981356,-0.01070570,0,0.06390241,0.00670173,-0.00663880,0,0.500000,0.100000,-0.100000,0,0.030000,0.030000,-0.020000,0,88.80000,0.60000,-0.30000,0,2459000.05230000,0.00080000,-0.00080000,0,0.310000,0.090000,-0.150000,0,,,,,2.7700000,0.0400000,-0.0400000,0,15.02634340830333,0,0,0,0.06500000,0.00100000,-0.00100000,0,,,,,57.0000,63.0000,-120.0000,0,,,,,,,,,K V,4960.00,36.00,-36.00,0,0.830000,0.010000,-0.010000,0,0.880000,0.030000,-0.030000,0,0.3700,0.0700,-0.0700,0,[Fe/H],4.540000,0.020000,-0.020000,0,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,10.1570000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,archive,1780,-1,0
NGTS-35 b,25.24119200000,0.00002200000,-0.00002200000,0,0.1600000000,0.0110000000,-0.0110000000,0,0.97243454,0.05798922,-0.05798922,0,0.47824548,0.06921974,-0.05978069,0,,,,,0.192000,0.037000,-0.033000,0,88.81600,0.09100,-0.12000,0,2459334.02963000,0.00053000,-0.00056000,0,0.812000,0.010000,-0.012000,0,,,,,2.9580000,0.0470000,-0.0470000,0,45.69076348909379,0,0,0,0.13170000,0.00230000,-0.00230000,0,,,,,38.0000,16.0000,-15.0000,0,,,,,,,,,K3.5 V,4717.00,18.00,-84.00,0,0.753000,0.051000,-0.033000,0,0.789000,0.035000,-0.048000,0,0.0850,0.0710,-0.1100,0,[Fe/H],4.570000,0.110000,-0.140000,0,11h21m06.32s,170.2763360,-26d03m59.82s,-26.0666162,10.5560000,0.0220000,-0.0220000,B_derived_geometry,derived_orbsmax_st_rad,archive,1901,-1,0
WASP-37 b,3.57746900000,0.00001100000,-0.00001100000,0,0.0446000000,0.0019000000,-0.0019000000,0,1.16000000,0.07000000,-0.06000000,0,1.80000000,0.17000000,-0.17000000,0,1.530000,0.160000,-0.200000,0,0.000000,,,0,88.82000,0.77000,-0.86000,0,2455338.61880000,0.00060000,-0.00060000,0,,,,,1.42700000,0.03000000,-0.02300000,0,3.1296000,0.0432000,-0.0408000,0,9.561748896217773,0,0,0,0.1188443526686005,0,0,0,,,,,,,,,,,,,,,,,,5800.00,150.00,-150.00,0,1.003000,0.053000,-0.053000,0,0.925000,0.120000,-0.120000,0,-0.4000,0.1200,-0.1200,0,[Fe/H],4.250000,0.150000,-0.150000,0,14h47m46.53s,221.9438866,+01d03m54.08s,1.0650227,11.0930000,0.0230000,-0.0230000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,1929,-1,0
NGTS-20 b,54.18915000000,0.00015000000,-0.00015000000,0,0.3130000000,0.0130000000,-0.0130000000,0,1.07000000,0.04000000,-0.04000000,0,2.98000000,0.16000000,-0.15000000,0,,,,,0.432000,0.023000,-0.023000,0,88.40000,0.60000,-0.60000,0,2458432.97980000,0.00250000,-0.00250000,0,0.846000,0.014000,-0.015000,0,,,,,4.5500000,0.0900000,-0.0800000,0,37.81183411510192,0,0,0,0.06180000,0.00120000,-0.00120000,0,,,,,66.1000,3.2000,-3.2000,0,,,,,,,,,G1 IV,5980.00,80.00,-80.00,0,1.780000,0.050000,-0.050000,0,1.470000,0.090000,-0.090000,0,0.1500,0.0800,-0.0800,0,[Fe/H],3.800000,0.200000,-0.200000,0,03h05m10.23s,46.2926368,-21d56m01.13s,-21.9336472,9.8300000,0.0190000,-0.0190000,B_derived_geometry,derived_orbsmax_st_rad,archive,1942,-1,0
HD 152843 c,19.50210400000,0.00007400000,-0.00008500000,0,0.1482000000,0.0041000000,-0.0042000000,0,0.52993222,0.01605855,-0.01427427,0,0.03042522,0.00619831,-0.00604100,0,0.253000,0.059000,-0.057000,0,0.074000,0.072000,-0.050000,0,89.21000,0.53000,-0.40000,0,2459002.77150000,0.00160000,-0.00150000,0,0.300000,0.180000,-0.210000,0,,,,,6.5000000,0.1600000,-0.1100000,0,22.28515067858403,0,0,0,0.03804000,0.00103000,-0.00087000,0,,,,,,,,,,,,,,,,,,6310.00,100.00,-100.00,0,1.430000,0.020000,-0.020000,0,1.150000,0.040000,-0.040000,0,-0.1600,0.0500,-0.0500,0,[Fe/H],4.190000,0.030000,-0.030000,0,16h55m08.37s,253.7848853,+20d29m29.49s,20.4915240,7.6290000,0.0200000,-0.0200000,B_derived_geometry,derived_orbsmax_st_rad,archive,1991,-1,0
TOI-269 b,3.69771040000,0.00000370000,-0.00000370000,0,0.0345000000,0.0015000000,-0.0015000000,0,0.24712327,0.01070570,-0.01070570,0,0.02768790,0.00440489,-0.00440489,0,2.280000,0.480000,-0.420000,0,0.425000,0.082000,-0.086000,0,88.14000,0.78000,-0.90000,0,2458381.84668000,0.00033000,-0.00033000,0,0.550000,0.120000,-0.220000,0,,,,,,,,,18.63972203676858,0,0,0,0.06380000,0.00200000,-0.00210000,0,,,,,74.0000,15.0000,-15.0000,0,,,,,,,,,M2 V,3514.00,70.00,-70.00,0,0.398000,0.012000,-0.012000,0,0.391700,0.009500,-0.009500,0,-0.2900,0.1200,-0.1200,0,[Fe/H],4.831000,0.029000,-0.029000,0,05h03m23.11s,75.8462827,-54d10m39.80s,-54.1777213,10.1000000,0.0230000,-0.0230000,B_derived_geometry,derived_orbsmax_st_rad,archive,1998,-1,0
WASP-142 b,2.05286800000,0.00000200000,-0.00000200000,0,0.0347000000,0.0007000000,-0.0007000000,0,1.53000000,0.08000000,-0.08000000,0,0.84000000,0.09000000,-0.09000000,0,0.310000,0.070000,-0.070000,0,0.000000,,,0,80.20000,0.60000,-0.60000,0,2457007.77790000,0.00040000,-0.00040000,0,0.770000,0.020000,-0.020000,0,0.91600000,0.02600000,-0.02600000,0,2.6808000,0.0384000,-0.0384000,0,4.549765732785368,0,0,0,0.09587023075284763,0,0,0,,,,,,,,,,,,,,,,,F8,6010.00,140.00,-140.00,0,1.640000,0.080000,-0.080000,0,1.330000,0.080000,-0.080000,0,0.2600,0.1200,-0.1200,0,[Fe/H],4.130000,0.040000,-0.040000,0,09h22m01.52s,140.5063164,-23d56m45.97s,-23.9461020,11.4420000,0.0290000,-0.0290000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,2007,-1,0
TOI-2322 b,11.30717000000,0.00008500000,-0.00007900000,0,0.0924000000,0.0061000000,-0.0097000000,0,0.08867889,0.00508521,-0.00526364,0,0.00726807,0.00840076,-0.00484538,0,12.750000,15.980000,-8.430000,0,0.000000,,,0,89.57000,0.30000,-0.52000,0,2460160.44690000,0.00400000,-0.00420000,0,0.230000,0.230000,-0.160000,0,,,,,2.8000000,0.1800000,-0.1500000,0,30.0135516373997,0,0,0,0.01376568146060804,0,0,0,,,,,90.0000,,,0,,,,,,,,,K4,4664.00,14.00,-14.00,0,0.662000,0.004000,-0.004000,0,0.703000,0.014000,-0.017000,0,-0.1200,0.0200,-0.0200,0,[Fe/H],4.570000,0.040000,-0.040000,0,07h47m53.54s,116.9731027,-71d00m07.08s,-71.0019671,8.3690000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,2027,-1,0
WASP-89 b,3.35642270000,0.00000250000,-0.00000250000,0,0.0427000000,0.0012000000,-0.0012000000,0,1.04000000,0.04000000,-0.04000000,0,5.90000000,0.40000000,-0.40000000,0,7.000000,0.440000,-0.440000,0,0.193000,0.009000,-0.009000,0,89.40000,0.50000,-0.50000,0,2456207.02114000,0.00012000,-0.00012000,0,0.100000,0.080000,-0.080000,0,1.49000000,0.02000000,-0.02000000,0,2.4600000,0.0096000,-0.0096000,0,10.43394664446862,0,0,0,0.1214470183987351,0,0,0,,,,,28.0000,4.0000,-4.0000,0,,,,,,,,,K3,5130.00,90.00,-90.00,0,0.880000,0.030000,-0.030000,0,0.920000,0.080000,-0.080000,0,0.1500,0.1400,-0.1400,0,[Fe/H],4.515000,0.018000,-0.018000,0,20h55m36.01s,313.9000261,-18d58m17.07s,-18.9714084,11.0040000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,2032,-1,0
WASP-132 b,7.13351640000,0.00000190000,-0.00000190000,0,0.0674000000,0.0029000000,-0.0029000000,0,0.90100000,0.03800000,-0.03800000,0,0.42800000,0.01500000,-0.01500000,0,0.730000,0.100000,-0.090000,0,0.016300,0.006700,-0.006900,0,89.46000,0.13000,-0.11000,0,2459337.60808000,0.00014000,-0.00016000,0,0.180000,0.037000,-0.042000,0,,,,,11.0400000,0.1800000,-0.1800000,0,19.12027347255265,0,0,0,0.12219000,0.00050000,-0.00052000,0,,,,,318.0000,31.0000,-298.0000,0,,,,,,,,,K4 V,4686.00,99.00,-99.00,0,0.758000,0.032000,-0.032000,0,0.789000,0.039000,-0.039000,0,0.1500,0.0500,-0.0500,0,[Fe/H],4.560000,0.030000,-0.030000,0,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,9.6740000,0.0240000,-0.0240000,B_derived_geometry,derived_orbsmax_st_rad,archive,2064,-1,0
TOI-5542 b,75.12375000000,0.00019000000,-0.00018000000,0,0.3320000000,0.0160000000,-0.0160000000,0,1.00900000,0.03600000,-0.03500000,0,1.32000000,0.10000000,-0.10000000,0,1.600000,0.220000,-0.190000,0,0.018000,0.026000,-0.013000,0,89.64300,0.06900,-0.06100,0,2458679.34760000,0.00150000,-0.00150000,0,0.419000,0.058000,-0.075000,0,,,,,,,,,67.47700915181646,0,0,0,0.09800000,0.00100000,-0.00100000,0,,,,,125.6000,171.4000,-82.7000,0,,,,,,,,,G3 V,5700.00,80.00,-80.00,0,1.058000,0.036000,-0.036000,0,0.890000,0.056000,-0.031000,0,-0.2100,0.0800,-0.0800,0,[Fe/H],4.200000,0.200000,-0.200000,0,20h11m11.62s,302.7984228,-61d08m07.68s,-61.1354659,10.8970000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,archive,2069,-1,0
WTS-2 b,1.01870680000,0.00000065000,-0.00000065000,0,0.0185500000,0.0006200000,-0.0006200000,0,1.36300000,0.06100000,-0.06100000,0,1.12000000,0.16000000,-0.16000000,0,0.540000,0.110000,-0.110000,0,0.000000,,,0,83.55000,0.53000,-0.53000,0,2454317.81333000,0.00065000,-0.00065000,0,0.584000,0.033000,-0.033000,0,,,,,,,,,5.304317137883856,0,0,0,0.18630000,0.00210000,-0.00210000,0,,,,,,,,,,,,,,,,,K2 V,5000.00,250.00,-250.00,0,0.752000,0.032000,-0.032000,0,0.820000,0.082000,-0.082000,0,0.2000,0.3000,-0.2000,0,[Fe/H],4.600000,0.023000,-0.023000,0,19h34m55.87s,293.7327826,+36d48m55.78s,36.8154936,13.4140000,0.0390000,-0.0390000,B_derived_geometry,derived_orbsmax_st_rad,archive,2089,-1,0
TOI-5300 b,2.26219600000,0.00000300000,-0.00000300000,0,0.0295000000,0.0003000000,-0.0003000000,0,0.88000000,0.08000000,-0.08000000,0,0.60000000,0.10000000,-0.10000000,0,1.100000,0.400000,-0.300000,0,0.000000,,,0,89.20000,0.50000,-0.60000,0,2459470.41740000,0.00020000,-0.00020000,0,0.130000,0.110000,-0.090000,0,,,,,2.3600000,0.0200000,-0.0200000,0,9.759151680432547,0,0,0,0.13890000,0.00110000,-0.00100000,0,,,,,,,,,,,,,,,,,K4 V,4610.00,207.00,-207.00,0,0.650000,0.060000,-0.060000,0,0.670000,0.020000,-0.020000,0,-0.1700,0.0700,-0.0700,0,[Fe/H],4.640000,0.080000,-0.080000,0,23h45m55.47s,356.4811370,+00d27m31.67s,0.4587978,10.5680000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,archive,2117,-1,0
TOI-2180 b,260.79000000000,0.59000000000,-0.58000000000,0,0.8280000000,0.0120000000,-0.0120000000,0,1.01000000,0.02200000,-0.01900000,0,2.75500000,0.08700000,-0.08100000,0,3.320000,0.140000,-0.160000,0,0.368300,0.007300,-0.007300,0,89.95500,0.03200,-0.04400,0,2458830.76520000,0.00100000,-0.00100000,0,0.100000,0.095000,-0.070000,0,,,,,24.0960000,0.0770000,-0.0740000,0,108.8304553149226,0,0,0,0.06344151079283658,0,0,0,2458760.70000000,1.30000000,-1.30000000,0,-43.8000,1.3000,-1.3000,0,,,,,,,,,G5,5695.00,58.00,-60.00,0,1.636000,0.033000,-0.029000,0,1.111000,0.047000,-0.046000,0,0.2530,0.0570,-0.0570,0,[Fe/H],4.057000,0.015000,-0.016000,0,18h31m46.47s,277.9436300,+56d39m02.44s,56.6506789,7.6040000,0.0160000,-0.0160000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,2128,-1,0
HD 183579 b,17.47129100000,0.00002700000,-0.00002800000,0,0.1322000000,0.0021000000,-0.0022000000,0,0.31135748,0.00624499,-0.00570971,0,0.06418558,0.00818051,-0.00786588,0,2.650000,0.370000,-0.350000,0,0.061000,0.061000,-0.042000,0,89.11000,0.20000,-0.13000,0,2458661.06263000,0.00097000,-0.00096000,0,0.480000,0.110000,-0.120000,0,0.11060000,0.00420000,-0.00350000,0,4.3060000,0.0310000,-0.0290000,0,29.611719770465,0,0,0,0.03326000,0.00063000,-0.00053000,0,,,,,270.0000,70.0000,-61.0000,0,,,,,,,,,,5784.00,61.00,-61.00,0,0.960000,0.006000,-0.006000,0,0.996000,0.049000,-0.049000,0,-0.0380,0.0400,-0.0400,0,[Fe/H],4.450000,0.100000,-0.100000,0,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,7.1500000,0.0270000,-0.0270000,B_derived_geometry,derived_orbsmax_st_rad,archive,2139,-1,0
Kepler-10 c,45.29430100000,0.00004800000,-0.00004800000,0,0.2410000000,0.0019000000,-0.0019000000,0,0.21009939,0.00196271,-0.00196271,0,0.03552231,0.00390148,-0.00390148,0,4.750000,0.530000,-0.530000,0,0.136000,0.050000,-0.050000,0,89.62300,0.01100,-0.01100,0,2455062.26648000,0.00081000,-0.00081000,0,,,,,,,,,,,,,48.65985870103472,0,0,0,0.02027265475850648,0,0,0,,,,,330.0000,31.0000,-23.0000,0,,,,,,,,,,5708.00,28.00,-28.00,0,1.065000,0.009000,-0.009000,0,0.910000,0.021000,-0.021000,0,-0.1500,0.0400,-0.0400,0,[Fe/H],4.344000,0.004000,-0.004000,0,19h02m43.03s,285.6792980,+50d14m29.34s,50.2414842,9.4960000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,2145,-1,0
WASP-176 b,3.89905200000,0.00000500000,-0.00000500000,0,0.0535000000,0.0010000000,-0.0019000000,0,1.50500000,0.05000000,-0.04500000,0,0.85500000,0.07200000,-0.06900000,0,0.310000,0.042000,-0.042000,0,0.000000,,,0,86.70000,1.30000,-1.10000,0,2458234.17710000,0.00070000,-0.00070000,0,0.347000,0.098000,-0.120000,0,0.64000000,0.02000000,-0.02000000,0,5.1528000,0.0504000,-0.0456000,0,5.976218352402233,0,0,0,0.08034187370993244,0,0,0,,,,,,,,,,,,,,,,,F9,5941.00,77.00,-79.00,0,1.925000,0.047000,-0.044000,0,1.345000,0.080000,-0.130000,0,0.1640,0.0810,-0.0820,0,[Fe/H],3.995000,0.037000,-0.053000,0,20h54m44.95s,313.6872928,+09d10m44.65s,9.1790688,10.6480000,0.0200000,-0.0200000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,2154,-1,0
TOI-700 c,16.05113700000,0.00002000000,-0.00002000000,0,0.0929000000,0.0015000000,-0.0015000000,0,0.23195686,0.01248998,-0.01159784,0,,,,,,,,,0.068000,0.070000,-0.049000,0,88.90300,0.07100,-0.08700,0,2458821.62181000,0.00041000,-0.00042000,0,0.899000,0.014000,-0.017000,0,,,,,1.4200000,0.0400000,-0.0400000,0,47.45008850782393,0,0,0,0.05650000,0.00170000,-0.00160000,0,,,,,30.0000,120.0000,-120.0000,0,,,,,,,,,M2.5 V,3459.00,65.00,-65.00,0,0.421000,0.017000,-0.015000,0,0.415000,0.021000,-0.020000,0,-0.0700,0.1100,-0.1100,0,[Fe/H],4.809000,0.034000,-0.037000,0,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,8.6340000,0.0230000,-0.0230000,B_derived_geometry,derived_orbsmax_st_rad,archive,2195,-1,0
TOI-776 b,8.24662000000,0.00002400000,-0.00003100000,0,0.0653000000,0.0014000000,-0.0016000000,0,0.16040709,0.00695871,-0.00686949,0,0.01573176,0.00503416,-0.00503416,0,4.800000,1.800000,-1.600000,0,0.052000,0.037000,-0.035000,0,89.41000,0.39000,-0.36000,0,2459288.87130000,0.00100000,-0.00110000,0,0.260000,0.160000,-0.170000,0,0.09090000,0.00550000,-0.00550000,0,2.3820000,0.0500000,-0.0480000,0,25.67020066780029,0,0,0,0.03013503372374411,0,0,0,,,,,45.0000,94.0000,-110.0000,0,,,,,,,,,,3725.00,60.00,-60.00,0,0.547000,0.017000,-0.017000,0,0.542000,0.040000,-0.039000,0,-0.2100,0.0800,-0.0800,0,[Fe/H],4.800000,0.100000,-0.100000,0,11h54m18.72s,178.5779970,-37d33m12.08s,-37.5533568,7.6150000,0.0200000,-0.0200000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,2204,-1,0
CoRoT-5 b,4.03789620000,0.00000190000,-0.00000190000,0,0.0494700000,0.0002600000,-0.0002900000,0,1.38800000,0.04600000,-0.04700000,0,0.46700000,0.04700000,-0.02400000,0,0.217000,0.031000,-0.025000,0,0.090000,0.090000,-0.040000,0,85.83000,0.99000,-1.38000,0,2454400.19885000,0.00020000,-0.00020000,0,0.755000,0.017000,-0.022000,0,1.46100000,0.03000000,-0.03200000,0,,,,,8.969342951957834,0,0,0,0.1202647627524512,0,0,0,,,,,-128.3400,289.3400,-48.1300,0,,,,,,,,,F9 V,6100.00,65.00,-65.00,0,1.186000,0.040000,-0.040000,0,1.000000,0.020000,-0.020000,0,-0.2500,0.0600,-0.0600,0,[M/H],4.190000,0.030000,-0.030000,0,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,12.5460000,0.0260000,-0.0260000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,2221,-1,0
TOI-2989 b,3.12283200000,0.00000100000,-0.00000100000,0,0.0384000000,0.0003000000,-0.0003000000,0,1.12000000,0.05000000,-0.05000000,0,3.00000000,0.20000000,-0.20000000,0,2.700000,0.400000,-0.400000,0,0.000000,,,0,88.10000,0.40000,-0.30000,0,2459302.22420000,0.00020000,-0.00020000,0,0.360000,0.050000,-0.070000,0,,,,,2.6800000,0.0200000,-0.0200000,0,10.86478260230135,0,0,0,0.15200000,0.00200000,-0.00100000,0,,,,,,,,,,,,,,,,,K4 V,4672.00,170.00,-170.00,0,0.760000,0.030000,-0.030000,0,0.770000,0.020000,-0.020000,0,-0.0400,0.0700,-0.0700,0,[Fe/H],4.580000,0.040000,-0.040000,0,11h24m55.60s,171.2316754,-27d03m44.50s,-27.0623619,10.8610000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,archive,2231,-1,0
TOI-1064 c,12.22657400000,0.00004600000,-0.00004300000,0,0.0942900000,0.0013200000,-0.0013600000,0,0.23650679,0.00383621,-0.00374700,0,0.00786588,0.00566343,-0.00629270,0,0.771906,0.496225,-0.606498,0,0.088000,0.081000,-0.064000,0,88.45500,0.05800,-0.05600,0,2459043.51289000,0.00069000,-0.00067000,0,0.753000,0.024000,-0.026000,0,,,,,2.3700000,0.1000000,-0.1000000,0,27.92752335836906,0,0,0,0.03347000,0.00042000,-0.00041000,0,,,,,25.0000,22.0000,-16.0000,0,,,,,,,,,,4734.00,67.00,-67.00,0,0.726000,0.007000,-0.007000,0,0.748000,0.032000,-0.032000,0,0.0500,0.0800,-0.0800,0,[Fe/H],4.600000,0.060000,-0.060000,0,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,8.4670000,0.0340000,-0.0340000,B_derived_geometry,derived_orbsmax_st_rad,archive,2241,-1,0
XO-5 b,4.18775580000,0.00000060000,-0.00000060000,0,0.0515000000,0.0005000000,-0.0005000000,0,1.14000000,0.03000000,-0.03000000,0,1.19000000,0.03000000,-0.03000000,0,1.060000,0.080000,-0.080000,0,0.000000,,,0,86.80000,0.20000,-0.20000,0,2456864.31290000,0.00020000,-0.00020000,0,0.550000,0.030000,-0.030000,0,1.08000000,0.01000000,-0.01000000,0,3.1176000,0.0168000,-0.0168000,0,9.800138068170977,0,0,0,0.10390000,0.00070000,-0.00070000,0,,,,,,,,,,,,,,,,,,5430.00,70.00,-70.00,0,1.130000,0.030000,-0.030000,0,1.040000,0.030000,-0.030000,0,0.0500,0.0600,-0.0600,0,[Fe/H],4.350000,0.020000,-0.020000,0,07h46m51.93s,116.7163868,+39d05m40.09s,39.0944695,10.3450000,0.0180000,-0.0180000,B_derived_geometry,derived_orbsmax_st_rad,archive,2252,-1,0
TOI-757 b,17.46819000000,0.00002000000,-0.00002000000,0,0.1220000000,0.0020000000,-0.0020000000,0,0.22303545,0.00892142,-0.00892142,0,0.03303669,0.00692197,-0.00660734,0,3.600000,0.800000,-0.800000,0,0.390000,0.080000,-0.070000,0,89.50000,0.40000,-0.30000,0,2459305.53220000,0.00060000,-0.00060000,0,0.300000,0.200000,-0.200000,0,,,,,3.7200000,0.0500000,-0.0500000,0,33.63323460488053,0,0,0,0.02990000,0.00090000,-0.00060000,0,,,,,-36.0000,14.0000,-10.0000,0,,,,,,,,,K0 V,5278.00,63.00,-63.00,0,0.780000,0.030000,-0.030000,0,0.800000,0.050000,-0.050000,0,-0.2700,0.0400,-0.0400,0,[Fe/H],4.500000,0.100000,-0.100000,0,12h31m58.76s,187.9948428,-35d33m16.03s,-35.5544523,7.8740000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,archive,2255,-1,0
TOI-431 d,12.46103000000,0.00002000000,-0.00002000000,0,0.0980000000,0.0020000000,-0.0020000000,0,0.29351465,0.00802928,-0.00802928,0,0.03114888,0.00481392,-0.00468806,0,1.360000,0.250000,-0.250000,9,0.000000,,,0,89.70000,0.20000,-0.20000,0,2458627.54530000,0.00030000,-0.00030000,0,0.150000,0.120000,-0.100000,0,,,,,,,,,28.82784029509394,0,0,0,0.04126176884504717,0,0,0,,,,,0.0000,,,0,,,,,,,,,,4850.00,75.00,-75.00,0,0.731000,0.022000,-0.022000,0,0.780000,0.070000,-0.070000,0,0.2000,0.0500,-0.0500,0,[Fe/H],4.600000,0.060000,-0.060000,0,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,6.7230000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,2264,-1,0
TOI-1064 b,6.44386800000,0.00002500000,-0.00002500000,0,0.0615200000,0.0008600000,-0.0008900000,0,0.23079708,0.00383621,-0.00374700,0,0.04247575,0.00534880,-0.00566343,0,4.300620,0.551362,-0.606498,0,0.047000,0.038000,-0.030000,0,87.70900,0.08300,-0.09700,0,2459036.85340000,0.00060000,-0.00053000,0,0.728000,0.029000,-0.023000,0,0.10670000,0.00290000,-0.00270000,0,1.9800000,0.0700000,-0.0800000,0,18.22145759896982,0,0,0,0.03267000,0.00044000,-0.00041000,0,,,,,120.0000,49.0000,-89.0000,0,,,,,,,,,,4734.00,67.00,-67.00,0,0.726000,0.007000,-0.007000,0,0.748000,0.032000,-0.032000,0,0.0500,0.0800,-0.0800,0,[Fe/H],4.600000,0.060000,-0.060000,0,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,8.4670000,0.0340000,-0.0340000,B_derived_geometry,derived_orbsmax_st_rad,archive,2267,-1,0
TOI-431 b,0.49004700000,0.00001000000,-0.00000700000,0,0.0113000000,0.0002000000,-0.0003000000,0,0.11419415,0.00356857,-0.00356857,0,0.00965930,0.00110122,-0.00110122,0,8.000000,1.000000,-1.000000,0,0.000000,,,0,84.30000,1.10000,-1.30000,0,2458627.53800000,0.00300000,-0.00200000,0,0.340000,0.070000,-0.060000,0,,,,,,,,,3.32402648300573,0,0,0,0.01605321097922808,0,0,0,,,,,0.0000,,,0,,,,,,,,,,4850.00,75.00,-75.00,0,0.731000,0.022000,-0.022000,0,0.780000,0.070000,-0.070000,0,0.2000,0.0500,-0.0500,0,[Fe/H],4.600000,0.060000,-0.060000,0,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,6.7230000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,2274,-1,0
