pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_kmag,sy_kmagerr1,sy_kmagerr2,oblateness_input_tier,pl_ratdor_source,pl_ratror_source,keyparams_row_index,tier_a_legacy_row_index,injection_batch_578_completed
TOI-4504 c,82.97213000000,0.00013000000,-0.00013000000,0,0.3569000000,0.0066000000,-0.0069000000,0,0.99000000,0.05000000,-0.05000000,0,3.76720000,0.18100000,-0.18220000,0,,,,,0.032000,0.001600,-0.001400,0,89.69000,0.02000,-0.03000,0,2458400.39060000,0.00160000,-0.00160000,0,0.492000,0.038000,-0.041000,0,,,,,,,,,83.4184525639331,0,0,0,0.10800000,0.00100000,-0.00100000,0,,,,,270.9000,2.0000,-2.2000,0,83.970,0.120,-0.150,0,,,,,K1 V,5315.00,60.00,-60.00,0,0.920000,0.040000,-0.040000,0,0.890000,0.060000,-0.040000,0,0.1600,0.0500,-0.0500,0,[Fe/H],4.458000,0.021000,-0.015000,0,07h37m52.15s,114.4673065,-62d04m41.80s,-62.0782776,11.2360000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,archive,710,-1,0
TOI-700 d,37.42396000000,0.00039000000,-0.00035000000,0,0.1633000000,0.0027000000,-0.0027000000,0,0.09572681,0.00526364,-0.00481757,0,,,,,,,,,0.042000,0.045000,-0.030000,0,89.80000,0.12000,-0.10000,0,2458816.99520000,0.00110000,-0.00130000,0,0.290000,0.140000,-0.180000,0,,,,,3.3140000,0.0670000,-0.0550000,0,83.40795966983475,0,0,0,0.02339000,0.00077000,-0.00080000,0,,,,,10.0000,120.0000,-140.0000,0,,,,,,,,,M2.5 V,3459.00,65.00,-65.00,0,0.421000,0.017000,-0.015000,0,0.415000,0.021000,-0.020000,0,-0.0700,0.1100,-0.1100,0,[Fe/H],4.809000,0.034000,-0.037000,0,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,8.6340000,0.0230000,-0.0230000,B_derived_geometry,derived_orbsmax_st_rad,archive,719,-1,0
TOI-1278 b,14.47567000000,0.00021000000,-0.00021000000,0,0.0950000000,0.0010000000,-0.0010000000,0,1.09000000,0.24000000,-0.20000000,0,18.50000000,0.50000000,-0.50000000,0,18.000000,14.000000,-8.000000,0,0.013000,0.004000,-0.004000,0,88.30000,0.10000,-0.10000,0,2458711.95950000,0.00130000,-0.00130000,0,1.040000,0.060000,-0.050000,0,,,,,,,,,35.65105547766498,0,0,0,0.1954822449993265,0,0,0,,,,,246.0000,9.0000,-12.0000,0,,,,,,,,,M0 V,3799.00,42.00,-42.00,0,0.573000,0.012000,-0.012000,0,0.540000,0.020000,-0.020000,0,-0.0100,0.2800,-0.2800,0,[Fe/H],4.680000,0.100000,-0.100000,0,21h21m54.83s,320.4784442,+35d38m55.05s,35.6486250,9.7350000,0.0120000,-0.0120000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,731,-1,0
TOI-5788 b,6.34075800000,0.00003000000,-0.00003000000,0,0.0640000000,0.0011000000,-0.0011000000,0,0.13631926,0.00669106,-0.00669106,0,0.01170443,0.00295757,-0.00295757,0,5.734161,1.543812,-1.543812,0,0.061000,0.066000,-0.042000,0,87.94000,0.26000,-0.20000,0,2459611.74250000,0.00200000,-0.00200000,0,,,,,,,,,,,,,15.81845742863799,0,0,0,0.01610000,0.00076000,-0.00076000,0,,,,,96.0000,75.0000,-116.0000,0,,,,,,,,,,5615.00,25.00,-25.00,0,0.870000,0.006000,-0.006000,0,0.870000,0.040000,-0.040000,0,-0.3200,0.0400,-0.0400,0,[Fe/H],4.420000,0.010000,-0.010000,0,19h09m41.98s,287.4249017,+31d45m41.50s,31.7615284,8.5770000,0.0170000,-0.0170000,B_derived_geometry,derived_orbsmax_st_rad,archive,740,-1,0
TOI-5788 c,16.21336200000,0.00002600000,-0.00002600000,0,0.1197000000,0.0020000000,-0.0020000000,0,0.20269461,0.00347935,-0.00347935,0,0.02013665,0.00377562,-0.00377562,0,3.032489,0.551362,-0.551362,0,0.046000,0.051000,-0.032000,0,89.60000,0.25000,-0.25000,0,2459608.59136500,0.00080000,-0.00080000,0,,,,,,,,,,,,,29.58545865949949,0,0,0,0.02394000,0.00037000,-0.00037000,0,,,,,148.0000,127.0000,-116.0000,0,,,,,,,,,,5615.00,25.00,-25.00,0,0.870000,0.006000,-0.006000,0,0.870000,0.040000,-0.040000,0,-0.3200,0.0400,-0.0400,0,[Fe/H],4.420000,0.010000,-0.010000,0,19h09m41.98s,287.4249017,+31d45m41.50s,31.7615284,8.5770000,0.0170000,-0.0170000,B_derived_geometry,derived_orbsmax_st_rad,archive,741,-1,0
TOI-2093 c,53.81149000000,0.00017000000,-0.00017000000,0,0.2570000000,0.0170000000,-0.0180000000,0,0.20519261,0.01070570,-0.01070570,0,0.04971236,0.01132687,-0.01195614,0,7.000000,2.100000,-1.900000,0,0.000000,,,0,89.57700,0.08800,-0.07500,0,2458751.61220000,0.00400000,-0.00420000,0,0.560000,0.070000,-0.095000,0,0.08410000,0.00600000,-0.00610000,0,4.6800000,0.6000000,-0.5000000,0,75.80694651211351,0,0,0,0.02900000,0.00100000,-0.00110000,0,,,,,0.0000,,,0,,,,,,,,,K5 V,4426.00,85.00,-85.00,0,0.729000,0.029000,-0.029000,0,0.745000,0.034000,-0.034000,0,-0.0800,0.0200,-0.0200,0,[Fe/H],4.870000,0.060000,-0.060000,0,20h10m57.01s,302.7375229,+70d52m10.75s,70.8696532,8.9750000,0.0180000,-0.0180000,B_derived_geometry,derived_orbsmax_st_rad,archive,749,-1,0
NGTS-13 b,4.11902700000,0.00002300000,-0.00002300000,0,0.0549000000,0.0015000000,-0.0025000000,0,1.14200000,0.04600000,-0.04600000,0,4.84000000,0.44000000,-0.44000000,0,4.020000,0.550000,-0.550000,0,0.086000,0.034000,-0.034000,0,88.70000,1.20000,-1.20000,0,2458572.82470000,0.00180000,-0.00180000,0,0.156000,0.145000,-0.145000,0,0.43000000,0.04000000,-0.04000000,0,5.2224000,0.0720000,-0.0720000,0,6.602497397266815,0,0,0,0.06563489266584538,0,0,0,,,,,-146.4000,24.2000,-24.2000,0,,,,,,,,,,5819.00,73.00,-73.00,0,1.788000,0.057000,-0.057000,0,1.300000,0.110000,-0.180000,0,0.2500,0.1700,-0.1700,0,[Fe/H],4.040000,0.050000,-0.050000,0,11h44m57.66s,176.2402326,-38d08m22.98s,-38.1397158,11.1410000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,762,-1,0
WASP-43 b,0.81347500000,0.00000100000,-0.00000100000,0,0.0142000000,0.0004000000,-0.0004000000,0,0.93000000,0.07000000,-0.09000000,0,1.78000000,0.10000000,-0.10000000,0,2.939000,0.971000,-0.545000,0,0.000000,,,0,82.60000,1.30000,-0.90000,0,2455528.86774000,0.00014000,-0.00014000,0,,,,,2.55000000,0.12000000,-0.12000000,0,1.1592000,0.0264000,-0.0264000,0,5.089094350869628,0,0,0,0.1592767821378947,0,0,0,,,,,,,,,,,,,,,,,,4400.00,200.00,-200.00,0,0.600000,0.030000,-0.040000,0,0.580000,0.050000,-0.050000,0,-0.0500,0.1700,-0.1700,0,[Fe/H],4.650000,0.060000,-0.040000,0,10h19m37.96s,154.9081869,-09d48m23.20s,-9.8064431,9.2670000,0.0260000,-0.0260000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,774,-1,0
Qatar-2 b,1.33711647000,0.00000026000,-0.00000026000,0,0.0215300000,0.0002000000,-0.0002000000,0,1.25400000,0.01300000,-0.01300000,0,2.49400000,0.05400000,-0.05400000,0,1.573000,0.029000,-0.029000,0,0.000000,,,0,86.12000,0.08000,-0.08000,0,2455624.26709600,0.00008700,-0.00008700,0,,,,,,,,,,,,,5.966033906684138,0,0,0,0.16590000,0.00044000,-0.00044000,0,,,,,,,,,,,,,,,,,,4645.00,50.00,-50.00,0,0.776000,0.008000,-0.008000,0,0.743000,0.021000,-0.021000,0,0.0200,0.0800,-0.0800,0,[M/H],4.530000,0.005000,-0.005000,0,13h50m37.32s,207.6554928,-06d48m14.66s,-6.8040714,10.6190000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,archive,775,-1,0
L 98-59 d,7.45072900000,0.00000200000,-0.00000200000,0,0.0494000000,0.0016000000,-0.0016000000,0,0.14515147,0.00365778,-0.00365778,0,0.00516002,0.00022024,-0.00022024,0,2.200000,0.200000,-0.200000,0,0.006000,0.007000,-0.004000,0,88.44000,0.05000,-0.05000,0,2458362.74002000,0.00025000,-0.00025000,0,0.921000,0.007000,-0.007000,0,0.14450000,0.00470000,-0.00470000,0,0.8400000,0.0400000,-0.0400000,0,33.6690601905707,0,0,0,0.04727782732369796,0,0,0,,,,,,,,,,,,,,,,,M3 V,3415.00,60.00,-60.00,0,0.315500,0.006200,-0.006200,0,0.292300,0.006700,-0.006700,0,-0.4600,0.2600,-0.2600,0,[Fe/H],4.910000,0.020000,-0.020000,0,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,7.1010000,0.0180000,-0.0180000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,785,-1,0
KELT-11 b,4.73620865000,0.00000377000,-0.00000377000,0,0.0623000000,0.0010400000,-0.0010400000,0,1.35000000,0.10000000,-0.10000000,0,0.20500000,0.01700000,-0.01700000,0,,,,,0.000000,,,0,85.30000,0.02000,-0.02000,0,2455498.95898000,0.00178000,-0.00178000,0,,,,,,,,,7.1000000,0.0200000,-0.0200000,0,4.980112750288148,0,0,0,0.05190000,0.00260000,-0.00260000,0,,,,,,,,,-77.860,2.360,-2.260,0,,,,,,5375.00,25.00,-25.00,0,2.690000,0.040000,-0.040000,0,1.440000,0.070000,-0.070000,0,0.1700,0.0700,-0.0700,0,[Fe/H],3.700000,0.100000,-0.100000,0,10h46m49.66s,161.7069053,-09d23m57.71s,-9.3993646,6.1220000,0.0180000,-0.0180000,B_derived_geometry,derived_orbsmax_st_rad,archive,812,-1,0
LP 791-18 d,2.75485000000,0.00013000000,-0.00013000000,0,0.0199200000,0.0002400000,-0.0002400000,0,0.09206903,0.00392542,-0.00383621,0,0.00286318,0.00059781,-0.00059781,0,4.560000,1.120000,-1.120000,0,0.001100,0.001000,-0.000800,0,89.34000,0.41000,-0.41000,0,2458546.37888000,0.00037000,-0.00038000,0,,,,,,,,,,,,,23.53538758767752,0,0,0,0.05198494993579082,0,0,0,,,,,,,,,,,,,,,,,M(6.1 +/- 0.7) V,2960.00,55.00,-55.00,0,0.182000,0.007000,-0.007000,0,0.139000,0.005000,-0.005000,0,-0.0900,0.1900,-0.1900,0,[Fe/H],5.115000,0.094000,-0.094000,0,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,10.6440000,0.0230000,-0.0230000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,829,-1,0
WASP-96 b,3.42526020000,0.00000270000,-0.00000270000,0,0.0453000000,0.0013000000,-0.0013000000,0,1.20000000,0.06000000,-0.06000000,0,0.48000000,0.03000000,-0.03000000,0,0.370000,0.050000,-0.050000,0,0.000000,,,0,85.60000,0.20000,-0.20000,0,2456258.06210000,0.00020000,-0.00020000,0,0.710000,0.019000,-0.019000,0,1.38000000,0.03000000,-0.03000000,0,2.4264000,0.0264000,-0.0264000,0,9.277101573215056,0,0,0,0.1174362854815636,0,0,0,,,,,,,,,,,,,,,,,G8,5540.00,140.00,-140.00,0,1.050000,0.050000,-0.050000,0,1.060000,0.090000,-0.090000,0,0.1400,0.1900,-0.1900,0,[Fe/H],4.420000,0.020000,-0.020000,0,00h04m11.18s,1.0465696,-47d21m38.29s,-47.3606352,10.9140000,0.0240000,-0.0240000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,842,-1,0
Ross 176 b,5.00663380000,0.00000800000,-0.00000700000,0,0.0464000000,0.0012000000,-0.0010000000,0,0.16415409,0.00713713,-0.00713713,0,0.01437883,0.00280025,-0.00292611,0,4.030000,0.490000,-0.810000,0,0.250000,0.040000,-0.040000,0,89.42000,0.37000,-0.49000,0,2459829.76270000,0.00080000,-0.00070000,0,0.170000,0.140000,-0.110000,0,,,,,,,,,17.53513536575292,0,0,0,0.02960000,0.00070000,-0.00080000,0,,,,,101.0000,19.0000,-23.0000,0,,,,,,,,,K7 V,4041.00,69.00,-69.00,0,0.569000,0.020000,-0.020000,0,0.577000,0.024000,-0.024000,0,-0.1900,0.0200,-0.0200,0,[Fe/H],5.070000,0.040000,-0.040000,0,20h22m45.54s,305.6897438,+47d18m31.03s,47.3086191,8.4190000,0.0160000,-0.0160000,B_derived_geometry,derived_orbsmax_st_rad,archive,845,-1,0
NGTS-30 b,98.29838000000,0.00010000000,-0.00009000000,0,0.4080000000,0.0190000000,-0.0190000000,0,0.92800000,0.03200000,-0.03200000,0,0.96000000,0.05600000,-0.05600000,0,,,,,0.294000,0.014000,-0.010000,0,89.48300,0.02800,-0.02800,0,2459287.60000000,0.00130000,-0.00140000,0,0.777000,0.021000,-0.027000,0,,,,,6.1300000,0.2700000,-0.2700000,0,96.09323057347584,0,0,0,0.10450000,0.00150000,-0.00160000,0,,,,,3.4000,4.8000,-5.8000,0,,,,,,,,,,5455.00,80.00,-80.00,0,0.913000,0.029000,-0.029000,0,0.940000,0.060000,-0.060000,0,-0.0300,0.0800,-0.0800,0,[Fe/H],4.300000,0.500000,-0.500000,0,11h34m51.57s,173.7148670,-24d36m19.73s,-24.6054801,10.5010000,0.0220000,-0.0220000,B_derived_geometry,derived_orbsmax_st_rad,archive,864,-1,0
TOI-1107 b,4.07823870000,0.00000240000,-0.00000250000,0,0.0561000000,0.0024000000,-0.0025000000,0,1.30000000,0.05000000,-0.05000000,0,3.35000000,0.18000000,-0.18000000,0,1.890000,0.230000,-0.220000,0,0.025000,0.023000,-0.016000,0,88.63000,0.89000,-0.96000,0,2459385.01230000,0.00020000,-0.00020000,0,0.154000,0.107000,-0.099000,0,,,,,,,,,6.664808802827471,0,0,0,0.07379000,0.00033000,-0.00030000,0,,,,,71.9700,20.4800,-42.4300,0,,,,,,,,,F6 V,6311.00,98.00,-98.00,0,1.810000,0.060000,-0.060000,0,1.350000,0.080000,-0.080000,0,-0.1000,0.0900,-0.0900,0,[Fe/H],4.050000,0.040000,-0.040000,0,10h22m25.89s,155.6078632,-82d13m07.93s,-82.2188693,9.2050000,0.0190000,-0.0190000,B_derived_geometry,derived_orbsmax_st_rad,archive,874,-1,0
KPS-1 b,1.70629100000,0.00005900000,-0.00005900000,0,0.0269000000,0.0010000000,-0.0010000000,0,1.03000000,0.13000000,-0.12000000,0,1.09000000,0.08600000,-0.08700000,0,1.310000,0.490000,-0.360000,0,0.000000,,,0,83.20000,0.88000,-0.90000,0,2457508.37019000,0.00079000,-0.00078000,0,0.754000,0.040000,-0.049000,0,,,,,1.6800000,0.0552000,-0.0480000,0,6.377469666524512,0,0,0,0.11430000,0.00370000,-0.00340000,0,,,,,,,,,,,,,,,,,K1 V,5165.00,90.00,-90.00,0,0.907000,0.086000,-0.082000,0,0.892000,0.090000,-0.100000,0,0.2200,0.1300,-0.1300,0,[Fe/H],4.470000,0.060000,-0.060000,0,11h00m40.13s,165.1671980,+64d57m49.84s,64.9638452,10.9310000,0.0170000,-0.0170000,B_derived_geometry,derived_orbsmax_st_rad,archive,888,-1,0
Kepler-1647 b,1107.59230000000,0.02270000000,-0.02270000000,0,2.7205000000,0.0070000000,-0.0070000000,0,1.05931840,0.01228477,-0.01228477,0,1.51968033,0.64814523,-0.64814523,0,,,,,0.058100,0.068900,-0.068900,0,90.09720,0.00350,-0.00350,0,2454998.49720000,0.00490000,-0.00490000,0,,,,,,,,,,,,,326.7580737874796,0,0,0,0.06080466444590874,0,0,0,,,,,155.0464,146.5723,-146.5723,0,,,,,,,,,,6210.00,100.00,-100.00,0,1.790300,0.005500,-0.005500,0,1.220700,0.011200,-0.011200,0,-0.1400,0.0500,-0.0500,0,[Fe/H],4.018000,0.002000,-0.002000,0,19h52m36.01s,298.1500570,+40d39m22.23s,40.6561751,12.0070000,0.0240000,-0.0240000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,1079,-1,0
CoRoT-35 b,3.22748000000,0.00008000000,-0.00008000000,0,0.0429000000,0.0009200000,-0.0009200000,0,1.68000000,0.11000000,-0.11000000,0,1.10000000,0.37000000,-0.37000000,0,0.290000,0.110000,-0.110000,0,0.000000,,,0,84.10000,0.10000,-0.10000,0,2456074.24150000,0.00180000,-0.00180000,0,0.580000,0.060000,-0.070000,0,1.25700000,0.03400000,-0.03400000,0,4.1900000,0.0800000,-0.0800000,0,5.590836047434238,0,0,0,0.104631097254562,0,0,0,,,,,,,,,,,,,,,,,F6 V,6390.00,130.00,-130.00,0,1.650000,0.100000,-0.110000,0,1.010000,0.070000,-0.060000,0,-0.5000,0.1000,-0.1000,0,[Fe/H],4.010000,0.050000,-0.050000,0,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,12.9350000,0.0290000,-0.0290000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,1213,-1,0
Kepler-1661 b,175.06000000000,0.06000000000,-0.06000000000,0,0.6330000000,0.0050000000,-0.0050000000,0,0.34525827,0.00535284,-0.00535284,0,0.05348771,0.03775603,-0.03775603,0,1.600000,1.100000,-1.100000,0,0.057000,0.005000,-0.005000,0,89.46000,0.02000,-0.02000,0,2456007.10000000,0.40000000,-0.40000000,0,,,,,,,,,,,,,178.629074198762,0,0,0,0.04651000,0.00073000,-0.00070000,0,,,,,67.1000,5.0000,-5.0000,0,,,,,,,,,K,5100.00,100.00,-100.00,0,0.762000,0.010000,-0.010000,0,0.841000,0.022000,-0.022000,0,-0.1200,0.1000,-0.1000,0,[M/H],4.660000,0.100000,-0.100000,0,19h00m40.10s,285.1670927,+41d58m00.98s,41.9669383,12.1620000,0.0200000,-0.0200000,B_derived_geometry,derived_orbsmax_st_rad,archive,1541,-1,0
Kepler-167 d,21.80379000000,0.00013000000,-0.00018000000,0,0.1404000000,0.0020000000,-0.0020000000,0,0.11044715,0.00570971,-0.00570971,0,,,,,,,,,0.000000,,,0,89.26000,0.50000,-0.50000,0,2455669.78880000,0.00280000,-0.00230000,0,0.520000,0.350000,-0.350000,0,0.02290000,0.00150000,-0.00150000,0,,,,,40.30776322582762,0,0,0,0.01515333232389005,0,0,0,,,,,,,,,,,,,,,,,,4884.00,69.00,-75.00,0,0.749000,0.020000,-0.020000,0,0.777000,0.034000,-0.031000,0,0.0200,0.0670,-0.0670,0,[Fe/H],4.579000,0.027000,-0.025000,0,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,11.8320000,0.0220000,-0.0220000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,1596,-1,0
HD 35843 c,46.96220000000,0.00020000000,-0.00020000000,0,0.2500000000,0.0100000000,-0.0100000000,0,0.22660401,0.00713713,-0.00624499,0,0.03561670,0.00497124,-0.00465660,0,3.800000,0.680000,-0.600000,0,0.153000,0.070000,-0.064000,0,89.58000,0.17000,-0.09000,0,2459221.75620000,0.00200000,-0.00160000,0,0.470000,0.150000,-0.210000,0,,,,,5.8000000,0.1000000,-0.0800000,0,59.93092409992967,0,0,0,0.02600000,0.00060000,-0.00060000,0,,,,,211.0000,37.0000,-32.0000,0,,,,,,,,,,5666.00,61.00,-61.00,0,0.897000,0.019000,-0.019000,0,0.940000,0.060000,-0.060000,0,-0.2700,0.0400,-0.0400,0,[Fe/H],4.470000,0.030000,-0.030000,0,05h25m23.73s,81.3488924,-44d25m52.63s,-44.4312849,7.7820000,0.0170000,-0.0170000,B_derived_geometry,derived_orbsmax_st_rad,archive,1628,-1,0
WASP-83 b,4.97125200000,0.00001500000,-0.00001500000,0,0.0590000000,0.0010000000,-0.0010000000,0,1.04000000,0.08000000,-0.05000000,0,0.30000000,0.03000000,-0.03000000,0,0.350000,0.070000,-0.070000,0,0.000000,,,0,88.90000,0.70000,-0.70000,0,2455928.88530000,0.00040000,-0.00040000,0,0.230000,0.150000,-0.150000,0,1.04000000,0.04000000,-0.04000000,0,3.3648000,0.0360000,-0.0360000,0,12.08275922339268,0,0,0,0.1017841678008446,0,0,0,,,,,,,,,,,,,,,,,G8,5510.00,110.00,-110.00,0,1.050000,0.060000,-0.040000,0,1.110000,0.090000,-0.090000,0,0.2900,0.1200,-0.1200,0,[Fe/H],4.440000,0.020000,-0.040000,0,12h40m36.47s,190.1519558,-19d17m03.67s,-19.2843527,10.3930000,0.0230000,-0.0230000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,1683,-1,0
TOI-2458 b,3.73659000000,0.00044000000,-0.00047000000,0,0.0482000000,0.0025000000,-0.0027000000,0,0.25247612,0.01784284,-0.01605855,0,0.04187794,0.00311489,-0.00302050,0,3.230000,0.760000,-0.640000,0,0.087000,0.062000,-0.056000,0,84.03000,0.45000,-0.52000,0,2459177.40460000,0.00260000,-0.00280000,0,0.847000,0.034000,-0.042000,0,0.03918000,0.00553000,-0.00463000,0,2.1300000,0.1300000,-0.1400000,0,7.91187015520641,0,0,0,0.01980000,0.00140000,-0.00120000,0,,,,,-26.0000,57.8000,-41.8000,0,,,,,,,,,F9-F9.5,6005.00,50.00,-50.00,0,1.310000,0.030000,-0.030000,0,1.050000,0.030000,-0.030000,0,-0.1000,0.0500,-0.0500,0,[Fe/H],4.200000,0.050000,-0.050000,0,05h18m29.17s,79.6215290,+01d15m12.38s,1.2534390,7.8910000,0.0230000,-0.0230000,B_derived_geometry,derived_orbsmax_st_rad,archive,1689,-1,0
Kepler-35 b,131.45800000000,0.07700000000,-0.10500000000,0,0.6034700000,0.0010100000,-0.0010300000,0,0.72800000,0.01400000,-0.01400000,0,0.12700000,0.02000000,-0.02000000,0,0.410000,0.070000,-0.069000,0,0.042000,0.007000,-0.004000,0,90.76000,0.12000,-0.09000,0,2454965.85000000,,,0,,,,,,,,,,,,,126.1818893256567,0,0,0,0.07274403910402105,0,0,0,,,,,,,,,,,,,,,,,,5606.00,150.00,-150.00,0,1.028400,0.002000,-0.001900,0,0.887700,0.005100,-0.005300,0,-0.3400,0.2000,-0.2000,0,[M/H],4.362300,0.002000,-0.002000,0,19h37m59.27s,294.4969550,+46d41m22.82s,46.6896733,13.8750000,0.0600000,-0.0600000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,1696,-1,0
HD 118203 b,6.13497790000,0.00000200000,-0.00000200000,0,0.0713000000,0.0020000000,-0.0020000000,0,1.14000000,0.02900000,-0.02900000,0,2.14000000,0.12000000,-0.12000000,0,1.790000,0.210000,-0.180000,0,0.313600,0.007500,-0.007500,0,88.48000,0.73000,-0.93000,0,2458731.06419000,0.00080000,-0.00080000,0,0.155000,0.090000,-0.074000,0,,,,,5.6430000,0.0160000,-0.0140000,0,7.515584656524533,0,0,0,0.05573000,0.00025000,-0.00021000,0,,,,,155.5000,1.9000,-2.0000,0,-11.700,7.600,-10.000,0,,,,,,5742.00,93.00,-95.00,0,2.040000,0.030000,-0.030000,0,1.270000,0.028000,-0.032000,0,0.2870,0.0690,-0.1110,0,[Fe/H],3.920000,0.020000,-0.020000,0,13h34m02.39s,203.5099560,+53d43m41.48s,53.7281876,6.5430000,0.0230000,-0.0230000,B_derived_geometry,derived_orbsmax_st_rad,archive,1748,-1,0
WASP-90 b,3.91624300000,0.00000300000,-0.00000300000,0,0.0562000000,0.0012000000,-0.0012000000,0,1.63000000,0.09000000,-0.09000000,0,0.63000000,0.07000000,-0.07000000,0,0.193000,0.036000,-0.036000,0,0.000000,,,0,82.10000,0.40000,-0.40000,0,2456235.56390000,0.00050000,-0.00050000,0,0.841000,0.013000,-0.013000,0,0.71000000,0.02000000,-0.02000000,0,3.3552000,0.0528000,-0.0528000,0,6.103437953881201,0,0,0,0.08459770939740947,0,0,0,,,,,,,,,,,,,,,,,F6,6430.00,130.00,-130.00,0,1.980000,0.090000,-0.090000,0,1.550000,0.100000,-0.100000,0,0.1100,0.1400,-0.1400,0,[Fe/H],4.033000,0.029000,-0.029000,0,21h02m07.67s,315.5319489,+07d03m22.61s,7.0562793,10.2480000,0.0230000,-0.0230000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,1752,-1,0
TOI-2096 c,6.38784000000,0.00001200000,-0.00001200000,0,0.0400000000,0.0020000000,-0.0020000000,0,0.17075594,0.00847535,-0.00847535,0,,,,,,,,,0.100000,0.170000,-0.060000,0,89.56000,0.26000,-0.23000,0,2459147.45983000,0.00034000,-0.00034000,0,0.280000,0.150000,-0.160000,0,0.63600000,0.01800000,-0.01800000,0,1.3540000,0.0180000,-0.0160000,0,36.60121798647619,0,0,0,0.07470000,0.00120000,-0.00110000,0,,,,,200.0000,140.0000,-140.0000,0,,,,,,,,,M4,3300.00,50.00,-50.00,0,0.235000,0.011000,-0.011000,0,0.231000,0.012000,-0.012000,0,-0.0300,0.2000,-0.2000,0,[Fe/H],5.050000,0.050000,-0.050000,0,10h06m28.49s,151.6186989,+74d49m37.96s,74.8272107,11.0210000,0.0170000,-0.0170000,B_derived_geometry,derived_orbsmax_st_rad,archive,1760,-1,0
TOI-2322 c,20.22552800000,0.00003900000,-0.00004400000,0,0.1362000000,0.0090000000,-0.0143000000,0,0.16718737,0.00588814,-0.00508521,0,0.05694897,0.01365517,-0.01686445,0,14.690000,4.600000,-4.260000,0,0.000000,,,0,88.98000,0.11000,-0.18000,0,2459037.41610000,0.00140000,-0.00130000,0,0.787000,0.046000,-0.041000,0,,,,,2.3070000,0.0660000,-0.0590000,0,44.24075468629695,0,0,0,0.02595260267321878,0,0,0,,,,,90.0000,,,0,,,,,,,,,K4,4664.00,14.00,-14.00,0,0.662000,0.004000,-0.004000,0,0.703000,0.014000,-0.017000,0,-0.1200,0.0200,-0.0200,0,[Fe/H],4.570000,0.040000,-0.040000,0,07h47m53.54s,116.9731027,-71d00m07.08s,-71.0019671,8.3690000,0.0210000,-0.0210000,B_derived_geometry,derived_orbsmax_st_rad,derived_rade_st_rad,1763,-1,0
