row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
668,Kepler-35 b,0,135,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0668_Kepler-35_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0668_Kepler-35_b.npz,
669,HD 118203 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0669_HD_118203_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0669_HD_118203_b.npz,
670,WASP-90 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0670_WASP-90_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0670_WASP-90_b.npz,
671,TOI-2096 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0671_TOI-2096_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0671_TOI-2096_c.npz,
672,TOI-2322 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0672_TOI-2322_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0672_TOI-2322_c.npz,
673,TOI-4438 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0673_TOI-4438_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0673_TOI-4438_b.npz,
674,TOI-4010 c,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0674_TOI-4010_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0674_TOI-4010_c.npz,
675,NGTS-35 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0675_NGTS-35_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0675_NGTS-35_b.npz,
676,WASP-37 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0676_WASP-37_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0676_WASP-37_b.npz,
677,NGTS-20 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0677_NGTS-20_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0677_NGTS-20_b.npz,
678,HD 152843 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0678_HD_152843_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0678_HD_152843_c.npz,
679,TOI-269 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0679_TOI-269_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0679_TOI-269_b.npz,
680,WASP-142 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0680_WASP-142_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0680_WASP-142_b.npz,
681,TOI-2322 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0681_TOI-2322_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0681_TOI-2322_b.npz,
682,WASP-89 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0682_WASP-89_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0682_WASP-89_b.npz,
683,WASP-132 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0683_WASP-132_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0683_WASP-132_b.npz,
684,TOI-5542 b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0684_TOI-5542_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0684_TOI-5542_b.npz,
685,WTS-2 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0685_WTS-2_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0685_WTS-2_b.npz,
686,TOI-5300 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0686_TOI-5300_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0686_TOI-5300_b.npz,
687,TOI-2180 b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0687_TOI-2180_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0687_TOI-2180_b.npz,
688,HD 183579 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0688_HD_183579_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0688_HD_183579_b.npz,
689,Kepler-10 c,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0689_Kepler-10_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0689_Kepler-10_c.npz,
690,WASP-176 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0690_WASP-176_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0690_WASP-176_b.npz,
691,TOI-700 c,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0691_TOI-700_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0691_TOI-700_c.npz,
692,TOI-776 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0692_TOI-776_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0692_TOI-776_b.npz,
693,CoRoT-5 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0693_CoRoT-5_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0693_CoRoT-5_b.npz,
694,TOI-2989 b,127,8,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0694_TOI-2989_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0694_TOI-2989_b.npz,
695,TOI-1064 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/status_row0695_TOI-1064_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_18/batch_row0695_TOI-1064_c.npz,
