row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
335,TOI-7149 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0335_TOI-7149_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0335_TOI-7149_b.npz,
336,CoRoT-30 b,85,50,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0336_CoRoT-30_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0336_CoRoT-30_b.npz,
337,TOI-251 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0337_TOI-251_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0337_TOI-251_b.npz,
338,K2-138 f,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0338_K2-138_f.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0338_K2-138_f.npz,
339,TOI-3894 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0339_TOI-3894_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0339_TOI-3894_b.npz,
340,TOI-3884 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0340_TOI-3884_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0340_TOI-3884_b.npz,
341,Kepler-18 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0341_Kepler-18_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0341_Kepler-18_c.npz,
342,TOI-2107 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0342_TOI-2107_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0342_TOI-2107_b.npz,
343,WASP-80 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0343_WASP-80_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0343_WASP-80_b.npz,
344,HIP 94235 b,124,11,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0344_HIP_94235_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0344_HIP_94235_b.npz,
345,Qatar-7 b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0345_Qatar-7_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0345_Qatar-7_b.npz,
346,HD 260655 b,126,9,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0346_HD_260655_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0346_HD_260655_b.npz,
347,Kepler-1980 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0347_Kepler-1980_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0347_Kepler-1980_b.npz,
348,TOI-620 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0348_TOI-620_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0348_TOI-620_b.npz,
349,HATS-59 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0349_HATS-59_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0349_HATS-59_b.npz,
350,TOI-2095 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0350_TOI-2095_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0350_TOI-2095_b.npz,
351,TOI-2010 b,135,0,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0351_TOI-2010_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0351_TOI-2010_b.npz,
352,Kepler-75 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0352_Kepler-75_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0352_Kepler-75_b.npz,
353,Qatar-8 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/status_row0353_Qatar-8_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_09/batch_row0353_Qatar-8_b.npz,
