row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
406,TOI-3919 b,0,133,2,results/multi_system/_chunks/chunk_14/status_row0406_TOI-3919_b.png,results/multi_system/_chunks/chunk_14/batch_row0406_TOI-3919_b.npz,
407,KELT-12 b,0,133,2,results/multi_system/_chunks/chunk_14/status_row0407_KELT-12_b.png,results/multi_system/_chunks/chunk_14/batch_row0407_KELT-12_b.npz,
408,TOI-1648 b,0,133,2,results/multi_system/_chunks/chunk_14/status_row0408_TOI-1648_b.png,results/multi_system/_chunks/chunk_14/batch_row0408_TOI-1648_b.npz,
409,NGTS-32 b,0,130,5,results/multi_system/_chunks/chunk_14/status_row0409_NGTS-32_b.png,results/multi_system/_chunks/chunk_14/batch_row0409_NGTS-32_b.npz,
410,TOI-1994 b,0,133,2,results/multi_system/_chunks/chunk_14/status_row0410_TOI-1994_b.png,results/multi_system/_chunks/chunk_14/batch_row0410_TOI-1994_b.npz,
411,NGTS-5 b,84,48,3,results/multi_system/_chunks/chunk_14/status_row0411_NGTS-5_b.png,results/multi_system/_chunks/chunk_14/batch_row0411_NGTS-5_b.npz,
412,TOI-1803 c,0,133,2,results/multi_system/_chunks/chunk_14/status_row0412_TOI-1803_c.png,results/multi_system/_chunks/chunk_14/batch_row0412_TOI-1803_c.npz,
413,Kepler-278 b,0,134,1,results/multi_system/_chunks/chunk_14/status_row0413_Kepler-278_b.png,results/multi_system/_chunks/chunk_14/batch_row0413_Kepler-278_b.npz,
414,CoRoT-11 b,52,81,2,results/multi_system/_chunks/chunk_14/status_row0414_CoRoT-11_b.png,results/multi_system/_chunks/chunk_14/batch_row0414_CoRoT-11_b.npz,
415,HD 73583 b,0,132,3,results/multi_system/_chunks/chunk_14/status_row0415_HD_73583_b.png,results/multi_system/_chunks/chunk_14/batch_row0415_HD_73583_b.npz,
416,K2-138 g,0,133,2,results/multi_system/_chunks/chunk_14/status_row0416_K2-138_g.png,results/multi_system/_chunks/chunk_14/batch_row0416_K2-138_g.npz,
417,TOI-2154 b,87,45,3,results/multi_system/_chunks/chunk_14/status_row0417_TOI-2154_b.png,results/multi_system/_chunks/chunk_14/batch_row0417_TOI-2154_b.npz,
418,K2-100 b,0,133,2,results/multi_system/_chunks/chunk_14/status_row0418_K2-100_b.png,results/multi_system/_chunks/chunk_14/batch_row0418_K2-100_b.npz,
419,GJ 1214 b,0,133,2,results/multi_system/_chunks/chunk_14/status_row0419_GJ_1214_b.png,results/multi_system/_chunks/chunk_14/batch_row0419_GJ_1214_b.npz,
420,HAT-P-45 b,48,86,1,results/multi_system/_chunks/chunk_14/status_row0420_HAT-P-45_b.png,results/multi_system/_chunks/chunk_14/batch_row0420_HAT-P-45_b.npz,
421,Kepler-9 b,0,132,3,results/multi_system/_chunks/chunk_14/status_row0421_Kepler-9_b.png,results/multi_system/_chunks/chunk_14/batch_row0421_Kepler-9_b.npz,
422,Kepler-103 b,0,133,2,results/multi_system/_chunks/chunk_14/status_row0422_Kepler-103_b.png,results/multi_system/_chunks/chunk_14/batch_row0422_Kepler-103_b.npz,
423,Kepler-69 c,0,133,2,results/multi_system/_chunks/chunk_14/status_row0423_Kepler-69_c.png,results/multi_system/_chunks/chunk_14/batch_row0423_Kepler-69_c.npz,
424,GJ 486 b,0,130,5,results/multi_system/_chunks/chunk_14/status_row0424_GJ_486_b.png,results/multi_system/_chunks/chunk_14/batch_row0424_GJ_486_b.npz,
425,HD 73344 b,0,133,2,results/multi_system/_chunks/chunk_14/status_row0425_HD_73344_b.png,results/multi_system/_chunks/chunk_14/batch_row0425_HD_73344_b.npz,
426,Kepler-1814 c,0,132,3,results/multi_system/_chunks/chunk_14/status_row0426_Kepler-1814_c.png,results/multi_system/_chunks/chunk_14/batch_row0426_Kepler-1814_c.npz,
427,Kepler-117 c,0,132,3,results/multi_system/_chunks/chunk_14/status_row0427_Kepler-117_c.png,results/multi_system/_chunks/chunk_14/batch_row0427_Kepler-117_c.npz,
428,TOI-4914 b,0,116,19,results/multi_system/_chunks/chunk_14/status_row0428_TOI-4914_b.png,results/multi_system/_chunks/chunk_14/batch_row0428_TOI-4914_b.npz,
429,HD 5278 b,0,132,3,results/multi_system/_chunks/chunk_14/status_row0429_HD_5278_b.png,results/multi_system/_chunks/chunk_14/batch_row0429_HD_5278_b.npz,
430,HATS-17 b,0,135,0,results/multi_system/_chunks/chunk_14/status_row0430_HATS-17_b.png,results/multi_system/_chunks/chunk_14/batch_row0430_HATS-17_b.npz,
431,TOI-6255 b,0,133,2,results/multi_system/_chunks/chunk_14/status_row0431_TOI-6255_b.png,results/multi_system/_chunks/chunk_14/batch_row0431_TOI-6255_b.npz,
432,TOI-2136 b,0,127,8,results/multi_system/_chunks/chunk_14/status_row0432_TOI-2136_b.png,results/multi_system/_chunks/chunk_14/batch_row0432_TOI-2136_b.npz,
433,HD 2685 b,0,129,6,results/multi_system/_chunks/chunk_14/status_row0433_HD_2685_b.png,results/multi_system/_chunks/chunk_14/batch_row0433_HD_2685_b.npz,
434,TOI-5634 A b,98,32,5,results/multi_system/_chunks/chunk_14/status_row0434_TOI-5634_A_b.png,results/multi_system/_chunks/chunk_14/batch_row0434_TOI-5634_A_b.npz,
