row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
68,TOI-1278 b,123,9,3,results/multi_system/_chunks_tierb/chunk_04/status_row0068_TOI-1278_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0068_TOI-1278_b.npz,
69,TOI-5788 b,0,132,3,results/multi_system/_chunks_tierb/chunk_04/status_row0069_TOI-5788_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0069_TOI-5788_b.npz,
70,TOI-5788 c,0,133,2,results/multi_system/_chunks_tierb/chunk_04/status_row0070_TOI-5788_c.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0070_TOI-5788_c.npz,
71,TOI-2093 c,0,133,2,results/multi_system/_chunks_tierb/chunk_04/status_row0071_TOI-2093_c.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0071_TOI-2093_c.npz,
72,NGTS-13 b,0,131,4,results/multi_system/_chunks_tierb/chunk_04/status_row0072_NGTS-13_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0072_NGTS-13_b.npz,
73,WASP-43 b,59,73,3,results/multi_system/_chunks_tierb/chunk_04/status_row0073_WASP-43_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0073_WASP-43_b.npz,
74,Qatar-2 b,95,33,7,results/multi_system/_chunks_tierb/chunk_04/status_row0074_Qatar-2_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0074_Qatar-2_b.npz,
75,L 98-59 d,0,130,5,results/multi_system/_chunks_tierb/chunk_04/status_row0075_L_98-59_d.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0075_L_98-59_d.npz,
76,KELT-11 b,0,133,2,results/multi_system/_chunks_tierb/chunk_04/status_row0076_KELT-11_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0076_KELT-11_b.npz,
77,LP 791-18 d,0,132,3,results/multi_system/_chunks_tierb/chunk_04/status_row0077_LP_791-18_d.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0077_LP_791-18_d.npz,
78,WASP-96 b,18,115,2,results/multi_system/_chunks_tierb/chunk_04/status_row0078_WASP-96_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0078_WASP-96_b.npz,
79,Ross 176 b,0,130,5,results/multi_system/_chunks_tierb/chunk_04/status_row0079_Ross_176_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0079_Ross_176_b.npz,
80,NGTS-30 b,40,93,2,results/multi_system/_chunks_tierb/chunk_04/status_row0080_NGTS-30_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0080_NGTS-30_b.npz,
81,TOI-1107 b,0,132,3,results/multi_system/_chunks_tierb/chunk_04/status_row0081_TOI-1107_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0081_TOI-1107_b.npz,
82,KPS-1 b,16,117,2,results/multi_system/_chunks_tierb/chunk_04/status_row0082_KPS-1_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0082_KPS-1_b.npz,
83,Kepler-1647 b,0,132,3,results/multi_system/_chunks_tierb/chunk_04/status_row0083_Kepler-1647_b.png,results/multi_system/_chunks_tierb/chunk_04/batch_row0083_Kepler-1647_b.npz,
