row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
11,XO-3 b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0011_XO-3_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0011_XO-3_b.npz,
12,TOI-6894 b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0012_TOI-6894_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0012_TOI-6894_b.npz,
13,K2-3 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0013_K2-3_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0013_K2-3_b.npz,
14,TOI-5616 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0014_TOI-5616_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0014_TOI-5616_b.npz,
15,HD 114082 b,99,36,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0015_HD_114082_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0015_HD_114082_b.npz,
16,TOI-2134 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0016_TOI-2134_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0016_TOI-2134_b.npz,
17,LTT 9779 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0017_LTT_9779_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0017_LTT_9779_b.npz,
18,K2-290 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0018_K2-290_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0018_K2-290_b.npz,
19,WASP-77 A b,100,35,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0019_WASP-77_A_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0019_WASP-77_A_b.npz,
20,TOI-7510 d,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0020_TOI-7510_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0020_TOI-7510_d.npz,
21,HAT-P-18 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0021_HAT-P-18_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0021_HAT-P-18_b.npz,
22,HAT-P-23 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0022_HAT-P-23_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0022_HAT-P-23_b.npz,
23,KELT-16 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0023_KELT-16_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0023_KELT-16_b.npz,
24,KELT-9 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0024_KELT-9_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0024_KELT-9_b.npz,
25,WASP-64 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0025_WASP-64_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0025_WASP-64_b.npz,
26,Qatar-1 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0026_Qatar-1_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0026_Qatar-1_b.npz,
27,TOI-1201 b,128,7,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0027_TOI-1201_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0027_TOI-1201_b.npz,
28,TOI-4364 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0028_TOI-4364_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0028_TOI-4364_b.npz,
29,TOI-4495 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0029_TOI-4495_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0029_TOI-4495_b.npz,
30,TOI-4495 c,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0030_TOI-4495_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0030_TOI-4495_c.npz,
31,TOI-283 b,135,0,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0031_TOI-283_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0031_TOI-283_b.npz,
32,HD 207496 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0032_HD_207496_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0032_HD_207496_b.npz,
33,TOI-125 c,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0033_TOI-125_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0033_TOI-125_c.npz,
34,HATS-6 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0034_HATS-6_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0034_HATS-6_b.npz,
35,HATS-5 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0035_HATS-5_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0035_HATS-5_b.npz,
36,HAT-P-42 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0036_HAT-P-42_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0036_HAT-P-42_b.npz,
37,HD 136352 c,135,0,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/status_row0037_HD_136352_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_00/batch_row0037_HD_136352_c.npz,
