row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
261,Kepler-311 d,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0261_Kepler-311_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0261_Kepler-311_d.npz,
262,TOI-4515 b,135,0,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0262_TOI-4515_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0262_TOI-4515_b.npz,
263,TOI-784 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0263_TOI-784_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0263_TOI-784_b.npz,
264,Kepler-69 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0264_Kepler-69_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0264_Kepler-69_b.npz,
265,Kepler-103 c,135,0,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0265_Kepler-103_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0265_Kepler-103_c.npz,
266,CoRoT-14 b,135,0,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0266_CoRoT-14_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0266_CoRoT-14_b.npz,
267,Kepler-4 b,128,7,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0267_Kepler-4_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0267_Kepler-4_b.npz,
268,TOI-2025 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0268_TOI-2025_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0268_TOI-2025_b.npz,
269,TOI-1416 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0269_TOI-1416_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0269_TOI-1416_b.npz,
270,TOI-4465 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0270_TOI-4465_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0270_TOI-4465_b.npz,
271,TOI-333 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0271_TOI-333_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0271_TOI-333_b.npz,
272,NGTS-11 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0272_NGTS-11_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0272_NGTS-11_b.npz,
273,TOI-1670 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/status_row0273_TOI-1670_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_07/batch_row0273_TOI-1670_c.npz,
