row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
557,Kepler-619 d,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/status_row0557_Kepler-619_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/batch_row0557_Kepler-619_d.npz,
558,K2-225 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/status_row0558_K2-225_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/batch_row0558_K2-225_b.npz,
559,Kepler-164 e,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/status_row0559_Kepler-164_e.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/batch_row0559_Kepler-164_e.npz,
560,Kepler-421 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/status_row0560_Kepler-421_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/batch_row0560_Kepler-421_b.npz,
561,KOI-3680 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/status_row0561_KOI-3680_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/batch_row0561_KOI-3680_b.npz,
562,Kepler-2000 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/status_row0562_Kepler-2000_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/batch_row0562_Kepler-2000_b.npz,
563,K2-233 c,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/status_row0563_K2-233_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/batch_row0563_K2-233_c.npz,
564,CoRoT-24 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/status_row0564_CoRoT-24_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/batch_row0564_CoRoT-24_c.npz,
565,KOI-2513.01,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/status_row0565_KOI-2513.01.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/batch_row0565_KOI-2513.01.npz,
566,Kepler-1801 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/status_row0566_Kepler-1801_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_15/batch_row0566_Kepler-1801_c.npz,
