row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
631,WASP-130 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0631_WASP-130_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0631_WASP-130_b.npz,
632,L 98-59 c,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0632_L_98-59_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0632_L_98-59_c.npz,
633,GJ 367 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0633_GJ_367_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0633_GJ_367_b.npz,
634,TOI-2498 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0634_TOI-2498_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0634_TOI-2498_b.npz,
635,TOI-481 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0635_TOI-481_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0635_TOI-481_b.npz,
636,TOI-712 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0636_TOI-712_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0636_TOI-712_b.npz,
637,TOI-712 c,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0637_TOI-712_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0637_TOI-712_c.npz,
638,TOI-712 d,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0638_TOI-712_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0638_TOI-712_d.npz,
639,HD 152843 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0639_HD_152843_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0639_HD_152843_b.npz,
640,TOI-199 b,100,35,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0640_TOI-199_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0640_TOI-199_b.npz,
641,TOI-286 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0641_TOI-286_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0641_TOI-286_b.npz,
642,TOI-286 c,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0642_TOI-286_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0642_TOI-286_c.npz,
643,TOI-4504 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0643_TOI-4504_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0643_TOI-4504_b.npz,
644,TOI-4504 c,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0644_TOI-4504_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0644_TOI-4504_c.npz,
645,TOI-700 d,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0645_TOI-700_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0645_TOI-700_d.npz,
646,TOI-1278 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0646_TOI-1278_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0646_TOI-1278_b.npz,
647,TOI-5788 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0647_TOI-5788_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0647_TOI-5788_b.npz,
648,TOI-5788 c,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0648_TOI-5788_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0648_TOI-5788_c.npz,
649,TOI-2093 c,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0649_TOI-2093_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0649_TOI-2093_c.npz,
650,NGTS-13 b,131,4,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0650_NGTS-13_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0650_NGTS-13_b.npz,
651,WASP-43 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0651_WASP-43_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0651_WASP-43_b.npz,
652,Qatar-2 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0652_Qatar-2_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0652_Qatar-2_b.npz,
653,L 98-59 d,128,7,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0653_L_98-59_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0653_L_98-59_d.npz,
654,KELT-11 b,127,8,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0654_KELT-11_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0654_KELT-11_b.npz,
655,LP 791-18 d,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0655_LP_791-18_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0655_LP_791-18_d.npz,
656,WASP-96 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0656_WASP-96_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0656_WASP-96_b.npz,
657,Ross 176 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0657_Ross_176_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0657_Ross_176_b.npz,
658,NGTS-30 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0658_NGTS-30_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0658_NGTS-30_b.npz,
659,TOI-1107 b,130,5,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0659_TOI-1107_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0659_TOI-1107_b.npz,
660,KPS-1 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0660_KPS-1_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0660_KPS-1_b.npz,
661,Kepler-1647 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0661_Kepler-1647_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0661_Kepler-1647_b.npz,
662,CoRoT-35 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0662_CoRoT-35_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0662_CoRoT-35_b.npz,
663,Kepler-1661 b,0,135,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0663_Kepler-1661_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0663_Kepler-1661_b.npz,
664,Kepler-167 d,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0664_Kepler-167_d.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0664_Kepler-167_d.npz,
665,HD 35843 c,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0665_HD_35843_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0665_HD_35843_c.npz,
666,WASP-83 b,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0666_WASP-83_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0666_WASP-83_b.npz,
667,TOI-2458 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/status_row0667_TOI-2458_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_17/batch_row0667_TOI-2458_b.npz,
