row_index,pl_name,n_success,n_failed,figure_path,npz_path,error
446,TOI-157 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0446_TOI-157_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0446_TOI-157_b.npz,
447,K2-140 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0447_K2-140_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0447_K2-140_b.npz,
448,TOI-2000 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0448_TOI-2000_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0448_TOI-2000_b.npz,
449,TOI-406.01,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0449_TOI-406.01.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0449_TOI-406.01.npz,
450,HAT-P-27 b,135,0,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0450_HAT-P-27_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0450_HAT-P-27_b.npz,
451,TOI-1468 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0451_TOI-1468_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0451_TOI-1468_b.npz,
452,Kepler-1921 c,84,51,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0452_Kepler-1921_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0452_Kepler-1921_c.npz,
453,NGTS-24 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0453_NGTS-24_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0453_NGTS-24_b.npz,
454,TOI-674 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0454_TOI-674_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0454_TOI-674_b.npz,
455,TOI-163 b,129,6,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0455_TOI-163_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0455_TOI-163_b.npz,
456,K2-32 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0456_K2-32_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0456_K2-32_b.npz,
457,Qatar-10 b,133,2,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0457_Qatar-10_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0457_Qatar-10_b.npz,
458,TOI-1468 c,132,3,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0458_TOI-1468_c.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0458_TOI-1468_c.npz,
459,Kepler-101 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0459_Kepler-101_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0459_Kepler-101_b.npz,
460,GJ 3929 b,134,1,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/status_row0460_GJ_3929_b.png,results/multi_system_combined742_run1/_chunks_tierb/chunk_12/batch_row0460_GJ_3929_b.npz,
