row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
58,HAT-P-37 b,78,55,2,results/multi_system/_chunks/chunk_02/status_row0058_HAT-P-37_b.png,results/multi_system/_chunks/chunk_02/batch_row0058_HAT-P-37_b.npz,
59,HD 221416 b,0,133,2,results/multi_system/_chunks/chunk_02/status_row0059_HD_221416_b.png,results/multi_system/_chunks/chunk_02/batch_row0059_HD_221416_b.npz,
60,K2-285 e,0,130,5,results/multi_system/_chunks/chunk_02/status_row0060_K2-285_e.png,results/multi_system/_chunks/chunk_02/batch_row0060_K2-285_e.npz,
61,TOI-1266 b,0,132,3,results/multi_system/_chunks/chunk_02/status_row0061_TOI-1266_b.png,results/multi_system/_chunks/chunk_02/batch_row0061_TOI-1266_b.npz,
62,K2-290 c,0,133,2,results/multi_system/_chunks/chunk_02/status_row0062_K2-290_c.png,results/multi_system/_chunks/chunk_02/batch_row0062_K2-290_c.npz,
63,WASP-19 b,55,77,3,results/multi_system/_chunks/chunk_02/status_row0063_WASP-19_b.png,results/multi_system/_chunks/chunk_02/batch_row0063_WASP-19_b.npz,
64,TOI-7166 b,0,131,4,results/multi_system/_chunks/chunk_02/status_row0064_TOI-7166_b.png,results/multi_system/_chunks/chunk_02/batch_row0064_TOI-7166_b.npz,
65,TOI-813 b,0,133,2,results/multi_system/_chunks/chunk_02/status_row0065_TOI-813_b.png,results/multi_system/_chunks/chunk_02/batch_row0065_TOI-813_b.npz,
66,TOI-220 b,0,133,2,results/multi_system/_chunks/chunk_02/status_row0066_TOI-220_b.png,results/multi_system/_chunks/chunk_02/batch_row0066_TOI-220_b.npz,
67,TrES-3 b,108,19,8,results/multi_system/_chunks/chunk_02/status_row0067_TrES-3_b.png,results/multi_system/_chunks/chunk_02/batch_row0067_TrES-3_b.npz,
68,TOI-451 d,0,129,6,results/multi_system/_chunks/chunk_02/status_row0068_TOI-451_d.png,results/multi_system/_chunks/chunk_02/batch_row0068_TOI-451_d.npz,
69,WASP-195 b,0,132,3,results/multi_system/_chunks/chunk_02/status_row0069_WASP-195_b.png,results/multi_system/_chunks/chunk_02/batch_row0069_WASP-195_b.npz,
70,TIC 257060897 b,0,132,3,results/multi_system/_chunks/chunk_02/status_row0070_TIC_257060897_b.png,results/multi_system/_chunks/chunk_02/batch_row0070_TIC_257060897_b.npz,
71,HD 106315 b,0,130,5,results/multi_system/_chunks/chunk_02/status_row0071_HD_106315_b.png,results/multi_system/_chunks/chunk_02/batch_row0071_HD_106315_b.npz,
72,HD 106315 c,0,133,2,results/multi_system/_chunks/chunk_02/status_row0072_HD_106315_c.png,results/multi_system/_chunks/chunk_02/batch_row0072_HD_106315_c.npz,
73,HD 97658 b,0,129,6,results/multi_system/_chunks/chunk_02/status_row0073_HD_97658_b.png,results/multi_system/_chunks/chunk_02/batch_row0073_HD_97658_b.npz,
74,AU Mic b,0,134,1,results/multi_system/_chunks/chunk_02/status_row0074_AU_Mic_b.png,results/multi_system/_chunks/chunk_02/batch_row0074_AU_Mic_b.npz,
75,WASP-189 b,0,134,1,results/multi_system/_chunks/chunk_02/status_row0075_WASP-189_b.png,results/multi_system/_chunks/chunk_02/batch_row0075_WASP-189_b.npz,
76,Gliese 12 b,0,129,6,results/multi_system/_chunks/chunk_02/status_row0076_Gliese_12_b.png,results/multi_system/_chunks/chunk_02/batch_row0076_Gliese_12_b.npz,
77,K2-3 d,0,132,3,results/multi_system/_chunks/chunk_02/status_row0077_K2-3_d.png,results/multi_system/_chunks/chunk_02/batch_row0077_K2-3_d.npz,
78,Kepler-1987 b,0,129,6,results/multi_system/_chunks/chunk_02/status_row0078_Kepler-1987_b.png,results/multi_system/_chunks/chunk_02/batch_row0078_Kepler-1987_b.npz,
79,K2-167 b,0,131,4,results/multi_system/_chunks/chunk_02/status_row0079_K2-167_b.png,results/multi_system/_chunks/chunk_02/batch_row0079_K2-167_b.npz,
80,K2-266 d,0,132,3,results/multi_system/_chunks/chunk_02/status_row0080_K2-266_d.png,results/multi_system/_chunks/chunk_02/batch_row0080_K2-266_d.npz,
81,K2-261 b,0,132,3,results/multi_system/_chunks/chunk_02/status_row0081_K2-261_b.png,results/multi_system/_chunks/chunk_02/batch_row0081_K2-261_b.npz,
82,TOI-1855 b,105,28,2,results/multi_system/_chunks/chunk_02/status_row0082_TOI-1855_b.png,results/multi_system/_chunks/chunk_02/batch_row0082_TOI-1855_b.npz,
83,HD 18599 b,0,132,3,results/multi_system/_chunks/chunk_02/status_row0083_HD_18599_b.png,results/multi_system/_chunks/chunk_02/batch_row0083_HD_18599_b.npz,
84,TOI-4153 b,0,130,5,results/multi_system/_chunks/chunk_02/status_row0084_TOI-4153_b.png,results/multi_system/_chunks/chunk_02/batch_row0084_TOI-4153_b.npz,
85,WASP-116 b,0,129,6,results/multi_system/_chunks/chunk_02/status_row0085_WASP-116_b.png,results/multi_system/_chunks/chunk_02/batch_row0085_WASP-116_b.npz,
86,K2-277 b,0,132,3,results/multi_system/_chunks/chunk_02/status_row0086_K2-277_b.png,results/multi_system/_chunks/chunk_02/batch_row0086_K2-277_b.npz,
