row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
319,HAT-P-20 b,30,102,3,results/multi_system/_chunks/chunk_11/status_row0319_HAT-P-20_b.png,results/multi_system/_chunks/chunk_11/batch_row0319_HAT-P-20_b.npz,
320,K2-3 c,0,130,5,results/multi_system/_chunks/chunk_11/status_row0320_K2-3_c.png,results/multi_system/_chunks/chunk_11/batch_row0320_K2-3_c.npz,
321,K2-29 b,71,61,3,results/multi_system/_chunks/chunk_11/status_row0321_K2-29_b.png,results/multi_system/_chunks/chunk_11/batch_row0321_K2-29_b.npz,
322,TOI-771 b,0,132,3,results/multi_system/_chunks/chunk_11/status_row0322_TOI-771_b.png,results/multi_system/_chunks/chunk_11/batch_row0322_TOI-771_b.npz,
323,TOI-2152 A b,0,131,4,results/multi_system/_chunks/chunk_11/status_row0323_TOI-2152_A_b.png,results/multi_system/_chunks/chunk_11/batch_row0323_TOI-2152_A_b.npz,
324,TOI-6054.02,0,133,2,results/multi_system/_chunks/chunk_11/status_row0324_TOI-6054.02.png,results/multi_system/_chunks/chunk_11/batch_row0324_TOI-6054.02.npz,
325,TOI-1260 b,0,130,5,results/multi_system/_chunks/chunk_11/status_row0325_TOI-1260_b.png,results/multi_system/_chunks/chunk_11/batch_row0325_TOI-1260_b.npz,
326,TOI-6420 b,37,91,7,results/multi_system/_chunks/chunk_11/status_row0326_TOI-6420_b.png,results/multi_system/_chunks/chunk_11/batch_row0326_TOI-6420_b.npz,
327,TOI-2015 b,0,133,2,results/multi_system/_chunks/chunk_11/status_row0327_TOI-2015_b.png,results/multi_system/_chunks/chunk_11/batch_row0327_TOI-2015_b.npz,
328,TOI-558 b,0,0,135,results/multi_system/_chunks/chunk_11/status_row0328_TOI-558_b.png,results/multi_system/_chunks/chunk_11/batch_row0328_TOI-558_b.npz,
329,CoRoT-19 b,0,132,3,results/multi_system/_chunks/chunk_11/status_row0329_CoRoT-19_b.png,results/multi_system/_chunks/chunk_11/batch_row0329_CoRoT-19_b.npz,
330,HD 110082 b,0,132,3,results/multi_system/_chunks/chunk_11/status_row0330_HD_110082_b.png,results/multi_system/_chunks/chunk_11/batch_row0330_HD_110082_b.npz,
331,HD 109833 b,0,132,3,results/multi_system/_chunks/chunk_11/status_row0331_HD_109833_b.png,results/multi_system/_chunks/chunk_11/batch_row0331_HD_109833_b.npz,
332,HD 235088 b,0,134,1,results/multi_system/_chunks/chunk_11/status_row0332_HD_235088_b.png,results/multi_system/_chunks/chunk_11/batch_row0332_HD_235088_b.npz,
333,TOI-2379 b,103,29,3,results/multi_system/_chunks/chunk_11/status_row0333_TOI-2379_b.png,results/multi_system/_chunks/chunk_11/batch_row0333_TOI-2379_b.npz,
334,TOI-1728 b,0,127,8,results/multi_system/_chunks/chunk_11/status_row0334_TOI-1728_b.png,results/multi_system/_chunks/chunk_11/batch_row0334_TOI-1728_b.npz,
335,TOI-7149 b,128,2,5,results/multi_system/_chunks/chunk_11/status_row0335_TOI-7149_b.png,results/multi_system/_chunks/chunk_11/batch_row0335_TOI-7149_b.npz,
336,CoRoT-30 b,0,85,50,results/multi_system/_chunks/chunk_11/status_row0336_CoRoT-30_b.png,results/multi_system/_chunks/chunk_11/batch_row0336_CoRoT-30_b.npz,
337,TOI-251 b,0,133,2,results/multi_system/_chunks/chunk_11/status_row0337_TOI-251_b.png,results/multi_system/_chunks/chunk_11/batch_row0337_TOI-251_b.npz,
338,K2-138 f,0,132,3,results/multi_system/_chunks/chunk_11/status_row0338_K2-138_f.png,results/multi_system/_chunks/chunk_11/batch_row0338_K2-138_f.npz,
339,TOI-3894 b,0,133,2,results/multi_system/_chunks/chunk_11/status_row0339_TOI-3894_b.png,results/multi_system/_chunks/chunk_11/batch_row0339_TOI-3894_b.npz,
340,TOI-3884 b,84,45,6,results/multi_system/_chunks/chunk_11/status_row0340_TOI-3884_b.png,results/multi_system/_chunks/chunk_11/batch_row0340_TOI-3884_b.npz,
341,Kepler-18 c,0,132,3,results/multi_system/_chunks/chunk_11/status_row0341_Kepler-18_c.png,results/multi_system/_chunks/chunk_11/batch_row0341_Kepler-18_c.npz,
342,TOI-2107 b,15,116,4,results/multi_system/_chunks/chunk_11/status_row0342_TOI-2107_b.png,results/multi_system/_chunks/chunk_11/batch_row0342_TOI-2107_b.npz,
343,WASP-80 b,92,41,2,results/multi_system/_chunks/chunk_11/status_row0343_WASP-80_b.png,results/multi_system/_chunks/chunk_11/batch_row0343_WASP-80_b.npz,
344,HIP 94235 b,0,124,11,results/multi_system/_chunks/chunk_11/status_row0344_HIP_94235_b.png,results/multi_system/_chunks/chunk_11/batch_row0344_HIP_94235_b.npz,
345,Qatar-7 b,0,131,4,results/multi_system/_chunks/chunk_11/status_row0345_Qatar-7_b.png,results/multi_system/_chunks/chunk_11/batch_row0345_Qatar-7_b.npz,
346,HD 260655 b,0,127,8,results/multi_system/_chunks/chunk_11/status_row0346_HD_260655_b.png,results/multi_system/_chunks/chunk_11/batch_row0346_HD_260655_b.npz,
347,Kepler-1980 b,0,130,5,results/multi_system/_chunks/chunk_11/status_row0347_Kepler-1980_b.png,results/multi_system/_chunks/chunk_11/batch_row0347_Kepler-1980_b.npz,
