row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
17,HD 108236 c,0,135,0,results/multi_system/_chunks_tierb/chunk_01/status_row0017_HD_108236_c.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0017_HD_108236_c.npz,
18,TOI-1233.01,0,133,2,results/multi_system/_chunks_tierb/chunk_01/status_row0018_TOI-1233.01.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0018_TOI-1233.01.npz,
19,TOI-836 b,0,132,3,results/multi_system/_chunks_tierb/chunk_01/status_row0019_TOI-836_b.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0019_TOI-836_b.npz,
20,HD 108236 f,0,133,2,results/multi_system/_chunks_tierb/chunk_01/status_row0020_HD_108236_f.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0020_HD_108236_f.npz,
21,TOI-2096 b,0,132,3,results/multi_system/_chunks_tierb/chunk_01/status_row0021_TOI-2096_b.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0021_TOI-2096_b.npz,
22,TOI-4600 b,0,132,3,results/multi_system/_chunks_tierb/chunk_01/status_row0022_TOI-4600_b.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0022_TOI-4600_b.npz,
23,TOI-2449 b,0,130,5,results/multi_system/_chunks_tierb/chunk_01/status_row0023_TOI-2449_b.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0023_TOI-2449_b.npz,
24,TOI-2295 b,65,67,3,results/multi_system/_chunks_tierb/chunk_01/status_row0024_TOI-2295_b.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0024_TOI-2295_b.npz,
25,TOI-756 b,0,133,2,results/multi_system/_chunks_tierb/chunk_01/status_row0025_TOI-756_b.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0025_TOI-756_b.npz,
26,WASP-5 b,26,107,2,results/multi_system/_chunks_tierb/chunk_01/status_row0026_WASP-5_b.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0026_WASP-5_b.npz,
27,WASP-114 b,4,130,1,results/multi_system/_chunks_tierb/chunk_01/status_row0027_WASP-114_b.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0027_WASP-114_b.npz,
28,TOI-836.01,0,132,3,results/multi_system/_chunks_tierb/chunk_01/status_row0028_TOI-836.01.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0028_TOI-836.01.npz,
29,TOI-4336 A b,0,134,1,results/multi_system/_chunks_tierb/chunk_01/status_row0029_TOI-4336_A_b.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0029_TOI-4336_A_b.npz,
30,TOI-4336 A c,0,131,4,results/multi_system/_chunks_tierb/chunk_01/status_row0030_TOI-4336_A_c.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0030_TOI-4336_A_c.npz,
31,TOI-4342 b,0,126,9,results/multi_system/_chunks_tierb/chunk_01/status_row0031_TOI-4342_b.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0031_TOI-4342_b.npz,
32,TOI-4342 c,0,130,5,results/multi_system/_chunks_tierb/chunk_01/status_row0032_TOI-4342_c.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0032_TOI-4342_c.npz,
33,L 168-9 b,0,131,4,results/multi_system/_chunks_tierb/chunk_01/status_row0033_L_168-9_b.png,results/multi_system/_chunks_tierb/chunk_01/batch_row0033_L_168-9_b.npz,
